user_id,session_id,time,accx,accy,accz,gyrx,gyry,gyrz
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,168,-935.06,87.4,324.71,-2.55,13.49,2.7
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,169,-916.5,39.55,331.05,5.04,7.05,3.34
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,170,-935.55,53.71,250.49,4.07,-0.7,7.6
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,171,-939.94,54.2,291.02,12.57,-6.54,0.67
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,172,-927.25,33.69,333.01,6.18,-14.85,-1.05
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,173,-934.57,44.92,243.65,11.27,-22.77,0
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,174,-891.11,111.33,328.12,0.35,-35.61,-5.38
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,175,-923.34,93.26,361.33,-5.65,-44.37,-4.58
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,176,-837.4,-15.63,471.19,12.95,-49.66,-3.5
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,177,-901.86,53.22,351.56,-10.14,-59.56,7.4
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,178,-883.3,88.38,506.35,-25.65,-67.34,-0.29
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,179,-930.66,18.55,475.1,-20.18,-71.02,-2.64
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,180,-807.13,8.79,558.11,-8.56,-76.33,-6.52
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,181,-731.93,31.74,596.19,-3.95,-75.97,-9.95
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,182,-715.33,57.13,667.48,4.51,-83.79,-10.58
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,183,-718.26,22.46,745.12,7.07,-75.08,-19.48
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,184,-652.34,-15.63,841.8,19.27,-68.05,-19.37
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,185,-634.28,22.46,767.58,1.93,-75.85,-10.69
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,186,-561.52,-16.11,897.46,-3.9,-67.38,-12.6
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,187,-601.56,-20.51,866.7,-8.82,-64.24,-14.8
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,188,-551.76,-21.97,879.88,-7.53,-69.47,-18
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,189,-409.18,-83.5,937.99,-8.9,-65.5,-11.34
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,190,-512.21,-83.01,908.69,5.1,-54.48,-4.01
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,191,-470.7,-39.06,895.51,15.55,-57.94,-7.7
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,192,-361.82,-41.02,958.98,4.15,-59.98,-3.52
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,193,-426.76,-29.3,938.96,10.6,-55.84,-4.33
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,194,-297.36,-23.93,933.11,5.28,-66.02,-0.19
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,195,-292.48,-4.88,952.64,2.47,-65.35,-7.38
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,196,-250.98,-45.41,996.58,9.4,-69.8,-8.54
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,197,-240.23,22.46,1019.04,6.69,-64.47,-5.37
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,198,-187.5,17.58,1074.22,-1.05,-62.95,-6
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,199,-176.76,-0.98,1059.57,1.34,-59.64,-15.36
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,200,-56.15,-13.18,1065.92,0.42,-56.65,-13.34
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,201,-97.66,-32.23,1055.66,-1.17,-49.58,-10.44
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,202,-46.88,-22.46,1051.27,8.94,-51.52,-7.65
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,203,32.71,-1.46,1051.27,3.58,-44.98,-7.93
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,204,28.32,-24.41,1042.97,5.8,-38.37,-4.95
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,205,26.86,-16.6,1044.43,0.8,-40.9,0.73
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,206,62.5,-8.3,1066.41,-3.22,-35.76,-6.35
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,207,85.94,-26.37,1076.66,-2.79,-33,-7.9
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,208,87.4,-29.79,1048.34,-5.83,-25.73,-4.56
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,209,88.38,-29.79,1030.27,-4.62,-23.9,-3.24
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,210,139.65,-12.21,1062.5,-1.19,-22.02,0.08
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,211,106.93,4.88,1021.48,-0.03,-16.6,0.55
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,212,171.39,25.88,1039.55,-2.07,-17.7,-5.6
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,213,176.76,3.91,1044.92,-5.12,-12.98,-2.37
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,214,168.46,6.84,1063.96,-7.82,-11.82,-5.72
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,215,178.71,-29.3,1066.41,-9.89,-2.25,-6.31
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,216,177.73,-60.55,1107.42,-5.85,-1.58,-4.26
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,217,217.77,-108.4,1144.53,-7.09,10.73,2.31
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,218,192.87,-96.68,1130.37,-2.49,25.53,7.98
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,219,201.17,-83.01,1136.72,-11.92,42.87,16.81
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,220,147.95,-56.15,1108.4,-7.27,52.02,17.81
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,221,120.61,-74.22,1126.46,-10.58,61.76,21.53
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,222,106.45,-99.12,1108.4,-2.69,74.76,28.73
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,223,57.13,-76.66,1120.12,-1.94,88.83,28.41
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,224,-26.86,-72.27,1085.45,-0.62,100.12,28.98
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,225,-108.4,-68.85,1034.18,-0.17,110.42,30.82
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,226,-134.77,-64.94,1015.14,-1.98,106.49,31.27
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,227,-249.51,-10.25,985.35,-7.81,111.66,31.05
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,228,-299.32,-31.25,976.07,4.88,107.61,25.03
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,229,-318.36,-38.09,930.66,5.2,111.92,24.26
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,230,-428.22,13.67,797.85,14.34,111.22,18.74
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,231,-414.55,-29.79,912.6,23.32,114.71,14.38
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,232,-625.49,9.28,787.11,17.95,117.23,10.35
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,233,-672.85,86.91,722.66,8.29,94.21,6.38
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,234,-704.59,10.25,671.87,1.8,98.49,1.05
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,235,-764.65,21.97,617.68,11.97,82.85,0.67
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,236,-696.78,-27.83,648.44,22.33,80.14,-4.09
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,237,-787.6,68.85,510.74,5.47,73.38,2.92
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,238,-826.66,11.23,584.47,7.5,70.66,0.92
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,239,-808.11,12.21,570.31,-1.47,67.94,1.27
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,240,-859.37,99.12,407.23,-5.18,43.77,13.41
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,241,-821.29,-93.75,659.67,18.51,59.54,3.09
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,242,-1005.37,43.95,270.51,0.4,51.51,10.6
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,243,-891.11,85.94,371.58,3.81,35.81,2.5
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,244,-948.24,-33.2,449.22,5.6,48.99,5.11
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,245,-953.61,51.27,236.82,0.26,22.79,12.07
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,246,-927.25,45.41,297.36,5.11,37.01,7.73
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,247,-942.87,141.6,167.48,-9.31,8.17,8.73
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,248,-903.81,79.59,242.68,-8.42,-4.46,4.3
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,249,-942.87,105.47,154.3,-12.79,-20.64,4.97
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,250,-933.59,114.26,272.95,-10.77,-38.11,-1.4
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,251,-911.62,40.04,290.04,24.24,-38.79,-2.34
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,252,-849.61,140.62,256.84,3.01,-68.65,1.58
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,253,-791.02,36.13,500.49,4.18,-55.38,-3.41
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,254,-850.1,143.55,315.92,5.54,-80.21,2.37
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,255,-859.37,133.79,502.93,-34.6,-86.69,1.5
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,256,-881.84,24.9,648.44,-21.36,-74.7,-17.95
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,257,-770.02,17.09,725.59,6.5,-79.28,-15.95
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,258,-738.28,17.09,756.35,14.25,-67.97,-19.79
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,259,-714.36,50.78,679.2,24.82,-63.05,-16.27
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,260,-668.46,92.77,659.18,0.01,-80.33,-7.73
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,261,-644.04,30.27,753.91,-11.08,-82.22,-21.27
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,262,-563.48,-1.95,803.22,-12.63,-86.04,-17.18
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,263,-570.8,-51.27,842.77,-4.4,-79.47,-24.91
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,264,-503.42,-58.11,854.98,19.02,-85.97,-13.24
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,265,-468.75,-57.62,941.89,4,-78.88,-4.4
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,266,-506.35,-34.67,954.1,13.76,-72.13,-9.87
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,267,-428.22,22.95,920.41,10.74,-77.57,-3.15
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,268,-326.66,73.24,987.79,-16.13,-84.67,-2.97
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,269,-327.15,-31.74,955.57,-7.98,-73.32,-14.21
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,270,-260.25,-15.14,988.28,0.4,-74.28,-5.25
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,271,-198.73,-6.35,1029.79,6.72,-59.57,-8.95
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,272,-253.91,-15.14,1052.25,6.6,-65.6,0.64
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,273,-151.86,18.55,1076.66,2.89,-48.81,-8.32
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,274,-179.69,27.83,987.3,7.79,-57.23,-3.62
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,275,-59.08,7.81,1006.35,1.52,-67.05,-2.9
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,276,17.58,-9.77,1054.2,-0.02,-57.75,-0.21
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,277,-13.67,-39.55,1056.64,5.4,-47.89,0.67
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,278,18.07,38.57,1065.92,5.97,-46.5,0.06
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,279,75.2,31.25,1095.7,0.08,-41.54,0.27
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,280,48.83,63.96,1062.99,-2.87,-32.29,1.23
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,281,76.66,50.29,1034.18,-0.77,-33.11,-3.26
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,282,83.01,14.16,1047.36,2.18,-34.29,-7.4
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,283,133.79,11.72,1058.11,8.52,-30.46,-3.48
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,284,175.29,33.69,1108.89,6.03,-25.7,-0.42
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,285,104.98,31.25,1071.78,-0.85,-19.46,-2.16
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,286,186.04,22.46,1088.87,-2.58,-12.93,-4.24
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,287,167.48,19.04,1074.22,-2.66,-2.12,1.31
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,288,149.9,3.91,1022.46,2.02,-0.41,2.46
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,289,175.29,33.2,1030.76,-0.56,2.58,0.44
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,290,142.58,36.13,993.65,-0.05,2.41,1.95
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,291,159.18,34.67,990.23,-0.88,1.01,1.23
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,292,138.18,29.3,1010.25,-1.01,-2.18,1.4
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,293,141.6,5.86,1024.9,-1.84,-4.74,-1.17
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,294,172.85,3.91,1036.13,3.7,-3.08,-2
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,295,208.98,9.28,1040.04,-2.65,2.15,2.44
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,296,172.85,2.44,1048.34,-3.64,8.29,2.89
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,297,180.66,27.34,1092.77,-6.49,12.63,2.93
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,298,152.34,-36.62,1132.32,-5.4,23.72,10.85
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,299,120.61,-26.86,1108.4,-2.26,29.82,11.59
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,300,134.77,-5.86,1125.49,1.13,39.98,15.08
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,301,140.14,-27.34,1088.87,3.24,50.18,19.61
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,302,83.5,20.02,1069.34,-3.57,61.11,19.96
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,303,93.75,24.9,1066.41,-9.59,66.81,17.55
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,304,24.9,7.81,1103.52,-12.95,78.49,18.08
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,305,-45.41,-23.44,1105.47,-7.05,87.47,12.68
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,306,-58.11,-34.67,1089.36,-8.84,96.63,23.81
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,307,-149.9,-16.11,1060.55,-2.27,103.81,22.07
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,308,-234.86,2.93,1033.69,-1.51,105.26,21.37
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,309,-245.12,17.58,1010.74,-1.98,109.67,15.42
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,310,-305.18,3.42,961.43,4.26,112.76,14.84
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,311,-437.99,10.25,926.27,16.15,114.77,8.4
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,312,-435.55,35.64,839.36,10.73,115.01,13.05
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,313,-508.3,41.5,830.08,5.92,119.09,9.29
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,314,-634.28,-0.49,772.95,13.24,122.45,10.4
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,315,-686.52,77.15,628.42,-2.27,108.76,10.47
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,316,-721.68,-27.34,625.49,9.44,109.27,2.82
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,317,-834.47,140.14,515.14,-6.05,91.34,8.47
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,318,-763.67,42.97,534.67,4.02,80.63,-7.47
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,319,-820.8,62.99,509.28,16.69,66.81,-2.6
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,320,-853.52,32.71,536.13,4.61,58.86,-6.36
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,321,-848.63,-21.48,533.69,17.42,59.37,-4.13
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,322,-965.33,37.11,388.18,3.89,55.99,2.47
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,323,-931.64,39.06,313.96,-3.05,50.05,4.76
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,324,-916.99,44.92,350.59,18.4,49.66,4.93
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,325,-900.39,58.11,267.58,7.02,32.98,6.02
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,326,-902.83,139.16,227.54,-10.32,23.77,6.36
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,327,-909.67,149.41,156.25,-14.89,4.7,2.08
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,328,-933.11,63.48,135.74,-11.4,-15.44,4.65
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,329,-957.03,97.17,182.13,-10.04,-36.05,7.66
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,330,-914.55,75.2,279.3,-0.75,-45.88,5.61
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,331,-896,54.69,325.68,15.85,-52.01,3.71
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,332,-892.09,91.31,325.2,-7.14,-73.54,7.37
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,333,-827.64,102.54,416.5,-5.37,-72.37,2.28
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,334,-865.23,146.48,396.48,-10.4,-97.26,2.99
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,335,-872.56,99.12,551.76,-6,-99.06,-17.79
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,336,-684.08,163.09,685.55,3.27,-116.56,-15.27
b848b144-29b6-4f35-a494-52d2340d8eb2,14dd262c-168d-4c15-9c82-e61e89f22e8b,337,-647.46,82.52,712.89,-21.58,-116.42,-11.95
