Time(s),Raw_Voltage,Smoothed_Envelope
7.600985288619995117e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.622789859771728516e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.639358043670654297e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.660948991775512695e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.677378177642822266e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.699045896530151367e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.715487003326416016e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.737252235412597656e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.753809928894042969e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.775223016738891602e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.791597127914428711e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.813026189804077148e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.829482078552246094e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.851169109344482422e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.867588281631469727e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.888954877853393555e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.905291080474853516e+00,0.000000000000000000e+00,0.000000000000000000e+00
