AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp_C
-793.95,74.71,504.39,-8.95,82.79,1.51,42.15,-3.0,39.3,34.55
-875.49,0.98,431.64,2.35,66.9,7.3,43.35,-3.0,36.45,34.4
-862.3,39.06,361.33,-7.08,57.04,6.89,43.8,-2.4,36.75,34.74
-921.87,7.81,371.09,7.31,62.08,2.59,44.7,-3.45,33.75,34.64
-911.13,99.61,226.07,7.92,36.65,6.18,46.5,-2.7,32.4,34.64
-926.76,43.95,312.01,-11.81,34.97,5.51,49.65,-0.9,31.35,34.4
-1001.46,91.8,178.71,-7.1,26.73,3.97,48.75,-0.6,31.8,34.55
-953.12,138.67,148.93,0.33,6.87,6.92,49.5,-1.05,30.75,34.64
-916.5,154.3,229.49,17.42,19.75,4.04,48.9,-1.2,30.0,34.64
-951.17,146.97,136.72,-16.11,-9.4,5.89,48.75,-1.8,29.7,34.69
-868.65,90.82,183.11,0.44,-13.95,-0.97,48.6,-1.95,30.3,34.74
-902.34,25.88,309.08,7.41,-27.54,-2.77,49.35,-3.75,31.65,34.31
-1003.42,82.03,257.81,25.65,-23.67,-1.15,49.05,-1.35,30.75,34.4
-903.32,164.55,258.79,1.03,-50.18,-7.92,46.65,-2.4,32.55,34.69
-947.75,104.49,306.15,-8.27,-58.61,-11.96,47.1,-0.15,33.75,34.5
-899.9,98.14,310.55,-4.81,-75.72,-4.22,45.3,-3.6,34.2,34.55
-804.69,29.79,439.94,4.16,-72.02,-7.6,44.4,-2.7,37.5,34.4
-807.13,92.29,425.78,3.4,-72.97,-4.69,41.7,-1.35,38.1,34.5
-751.46,83.98,500.0,23.42,-86.15,-13.38,40.95,-1.8,40.8,34.74
-716.8,0.0,690.43,21.52,-69.26,-19.44,37.05,-2.4,43.35,34.74
-703.12,20.02,718.26,10.74,-80.79,-28.76,36.6,-0.9,43.8,34.4
-718.75,39.55,826.66,15.38,-74.92,-34.15,35.55,-1.2,44.1,34.5
-586.43,63.48,771.48,4.46,-81.67,-40.47,32.85,-1.8,45.3,34.64
-669.92,-11.23,907.23,-20.55,-77.14,-36.68,30.15,-2.7,46.2,34.4
-656.25,-33.2,712.89,-23.56,-82.61,-48.37,29.25,-3.9,48.45,34.4
-464.36,-82.52,806.64,-4.31,-107.03,-37.78,26.4,-5.7,50.25,34.69
-460.94,-134.77,895.51,-13.72,-86.2,-33.34,23.85,-5.25,50.7,34.55
-455.57,-175.78,876.95,2.73,-86.07,-27.35,20.85,-6.9,51.6,34.5
-433.59,-118.65,1023.44,7.24,-87.59,-16.1,18.75,-5.4,52.35,34.5
-381.35,-84.96,1042.97,-19.4,-72.68,-28.15,14.85,-6.15,52.35,34.74
-416.99,-115.72,994.63,-12.99,-62.19,-32.93,15.6,-6.6,54.6,34.4
-277.34,-167.97,1052.73,-6.56,-79.31,-29.73,12.0,-8.25,54.45,34.64
-254.88,-202.64,1053.71,-2.32,-62.1,-25.35,9.15,-7.2,53.7,34.69
-258.3,-158.69,1009.77,16.46,-56.73,-17.32,7.05,-8.7,54.75,34.64
-92.77,-64.45,1065.92,-0.64,-46.24,-21.22,7.2,-8.4,54.15,34.69
-195.8,-119.14,987.79,-8.35,-51.68,-21.34,4.35,-7.05,53.85,34.55
-109.37,-111.82,999.51,-3.76,-56.73,-25.56,3.3,-7.35,53.1,34.69
33.2,-193.36,1100.59,-1.31,-64.15,-26.08,1.8,-6.6,54.6,34.74
-90.82,-140.14,1006.35,10.44,-49.9,-13.3,-0.45,-8.1,53.85,34.36
-61.04,-145.51,996.09,2.98,-46.69,-16.43,-3.45,-6.9,54.0,34.55
-60.06,-177.25,1074.22,-0.44,-51.94,-7.57,-2.7,-6.9,54.45,34.64
30.27,-199.71,1208.5,-5.08,-45.85,-14.05,-3.0,-7.8,54.6,34.64
83.5,-255.86,1306.15,-11.58,-34.43,-8.82,-7.2,-8.4,53.1,34.5
111.82,-237.3,1364.75,-19.26,-3.08,7.1,-6.6,-9.75,54.0,34.5
132.32,-299.8,1341.8,-28.4,24.9,18.29,-6.45,-9.9,52.8,34.4
110.35,-290.53,1352.54,-27.54,70.33,34.62,-6.15,-8.1,53.85,34.69
74.71,-291.5,1218.26,-12.66,110.15,50.81,-3.3,-12.15,53.85,34.74
37.6,-311.52,1140.14,-2.7,129.98,58.82,-0.15,-12.75,54.15,34.83
-40.04,-240.23,1071.78,-0.63,153.53,72.09,4.35,-11.7,53.85,34.74
-109.86,-153.81,1008.79,7.22,161.11,72.51,9.0,-10.35,54.15,34.74
-226.07,-135.25,915.53,8.89,150.66,70.88,13.2,-11.4,53.1,34.69
-393.07,-93.26,854.98,11.7,158.25,77.18,20.85,-9.3,51.6,34.64
-580.08,-42.48,728.03,20.85,151.63,63.5,22.8,-8.4,52.5,34.69
-588.38,-18.07,796.39,22.28,124.14,46.32,29.1,-7.35,48.6,34.64
-541.5,5.86,637.7,27.28,115.53,37.37,29.55,-6.3,46.65,34.69
-652.83,-34.67,685.55,4.43,98.47,35.62,33.6,-4.35,44.7,34.55
-719.24,11.23,457.52,9.02,92.46,20.21,35.25,-3.9,44.7,34.31
-786.13,85.94,438.48,1.89,81.77,10.21,38.85,-5.7,42.3,34.64
-834.47,-5.37,496.58,2.66,86.23,9.66,40.95,-3.9,40.2,34.4
-827.64,28.81,407.23,10.55,72.44,7.51,41.85,-4.05,38.25,34.69
-894.53,83.01,315.43,9.23,63.21,9.5,44.4,-3.75,36.9,34.64
-842.77,-30.27,508.79,4.57,61.85,6.28,45.3,-2.85,34.95,34.64
-893.07,41.99,280.76,22.32,61.51,3.97,49.65,-1.5,32.7,34.55
-896.0,87.4,286.13,-10.46,45.07,11.53,47.85,-2.7,32.4,34.69
-899.9,91.31,127.93,-7.76,40.08,11.78,47.7,-2.1,30.45,34.64
-915.04,6.84,170.41,7.88,19.72,17.73,49.35,-1.95,29.55,34.4
-994.14,113.28,125.98,26.05,16.89,11.93,49.35,-0.9,29.25,34.64
-990.23,239.26,209.96,-0.7,7.58,6.81,49.8,-0.6,28.05,34.74
-967.77,182.62,91.31,-27.73,-1.08,6.95,50.7,0.15,27.45,34.74
-904.3,35.16,159.18,-30.88,-21.61,-1.39,49.35,-0.45,28.95,34.74
-930.66,82.03,182.62,7.76,-12.42,-2.19,49.65,-0.15,29.55,34.64
-887.7,139.16,249.02,27.81,-32.1,-3.43,47.1,-1.95,30.3,34.88
-958.98,169.43,246.09,23.82,-35.59,-4.48,48.9,-1.5,30.6,34.74
-989.75,166.5,171.39,11.92,-57.91,-2.97,47.7,-0.6,30.75,34.55
-859.86,28.32,310.55,32.31,-75.49,-11.92,46.8,1.95,34.05,34.36
-871.58,68.36,228.03,20.14,-85.14,-1.77,45.6,-0.3,33.6,34.31
-774.9,97.66,478.03,30.37,-100.55,-8.26,42.45,0.3,37.05,34.36
-767.58,51.27,598.14,-3.31,-95.54,-13.62,39.75,1.95,39.3,34.64
-706.54,116.7,543.46,-22.35,-109.37,-21.47,37.8,1.05,40.5,34.64
-684.57,-6.35,687.99,-42.24,-109.26,-32.63,34.95,0.0,44.7,34.64
-595.21,-77.64,852.54,-24.66,-124.79,-21.18,32.85,-1.35,46.05,34.5
-608.4,-47.36,783.69,-24.79,-105.72,-20.47,28.8,-3.45,48.0,34.74
-581.54,-49.8,850.59,-18.85,-111.92,-17.93,26.25,-4.5,50.1,34.36
-373.05,-63.96,1026.37,-20.04,-112.97,-17.11,23.7,-4.35,49.5,34.5
-500.0,-1.46,953.12,-12.91,-93.86,-18.63,19.8,-5.4,51.3,34.74
-357.91,-62.99,953.12,-2.72,-128.47,-26.26,14.55,-5.55,52.5,34.74
-328.61,-80.08,953.61,-8.5,-106.56,-15.52,12.15,-7.05,52.8,34.74
-228.52,-75.2,954.1,-6.8,-124.75,-34.43,9.0,-5.85,52.8,34.64
-9.28,-214.36,1117.68,-14.49,-113.31,-8.13,6.45,-7.05,55.95,34.5
-132.32,-187.5,1050.78,-2.7,-75.55,-7.47,2.1,-7.95,54.45,34.64
-5.86,-122.07,1164.06,0.06,-79.22,1.26,-0.3,-6.9,53.7,34.64
-52.73,-146.97,1134.28,-11.55,-64.33,1.37,-2.25,-7.35,53.55,34.64
-86.43,-75.68,1061.52,-1.86,-53.96,-9.08,-4.65,-8.4,52.8,34.64
19.04,-103.03,1080.57,-6.83,-64.04,-12.71,-6.9,-8.85,52.2,34.83
70.31,-146.97,1042.48,-7.85,-65.54,-7.13,-9.0,-7.05,52.8,34.83
74.22,-128.91,1091.8,3.5,-46.35,-9.63,-12.45,-6.6,51.15,34.93
97.17,-146.0,1117.19,10.21,-42.28,-3.95,-12.0,-8.7,53.7,34.55
112.79,-119.63,1089.36,16.82,-31.09,0.85,-14.1,-7.5,51.6,34.5
143.55,-104.98,1041.99,15.97,-25.65,3.68,-15.0,-8.85,51.45,34.36
206.54,-81.54,964.84,18.91,-53.69,-4.07,-14.55,-5.55,51.45,34.74
331.05,-80.08,994.63,26.68,-58.84,-6.77,-19.05,-6.45,49.5,34.69
182.62,-2.93,988.77,25.94,-30.27,-6.82,-18.45,-5.55,48.0,34.55
179.2,16.11,1068.36,8.6,-32.23,-29.85,-19.8,-3.6,48.15,34.5
334.47,27.83,1058.59,21.69,-58.58,-31.08,-19.5,-4.5,47.55,34.55
370.61,46.88,1010.74,4.66,-2.11,-12.88,-21.15,-3.6,47.4,34.69
314.94,52.25,967.29,-7.63,6.22,-10.21,-22.65,-1.8,48.15,34.36
225.1,31.74,1174.8,-10.78,4.64,-10.85,-22.35,-1.95,47.25,34.4
405.76,49.8,910.64,-33.25,-44.19,-12.31,-22.8,-2.7,47.25,34.64
288.57,26.86,1025.39,-43.21,7.97,-0.98,-23.1,-2.25,46.95,34.74
262.7,-82.52,934.57,-30.95,-10.5,-4.59,-23.85,-5.55,46.95,34.74
304.69,-82.03,911.62,-54.27,1.31,9.66,-24.0,-5.7,46.8,34.31
210.94,-218.26,894.04,-59.93,29.44,13.85,-23.85,-6.6,46.65,34.74
387.21,-184.08,923.83,-27.6,-12.1,-0.08,-23.4,-9.15,46.95,34.74
429.69,-250.98,1011.72,-25.12,-5.63,7.66,-23.4,-10.65,47.55,34.83
256.84,-162.11,875.98,-22.74,-0.07,7.75,-25.05,-10.8,48.15,34.69
367.19,-257.81,1056.64,-17.02,-16.05,3.63,-24.0,-13.05,47.1,34.74
322.27,-201.66,914.55,-25.27,-1.59,5.98,-26.4,-13.35,47.85,34.93
304.2,-222.17,891.6,-18.88,-12.28,8.22,-24.75,-13.8,48.9,34.5
353.52,-239.75,914.55,-6.74,-9.93,5.21,-26.25,-13.95,47.55,34.88
363.28,-251.95,969.24,-9.6,-10.63,7.48,-26.4,-13.8,47.4,34.55
371.58,-262.21,933.11,-7.73,-6.22,4.63,-26.25,-16.5,48.6,34.5
347.17,-260.25,903.81,-7.73,-5.18,7.71,-26.4,-15.15,48.45,34.83
377.93,-257.32,917.48,-5.05,-0.56,5.09,-26.7,-15.0,48.0,34.64
381.84,-264.65,944.82,-7.64,3.87,5.89,-27.3,-18.3,49.35,34.74
332.03,-266.11,925.78,-10.39,0.55,3.43,-26.7,-15.3,49.35,34.5
320.31,-271.0,907.23,-7.33,0.44,-0.69,-27.75,-18.3,47.55,34.69
338.38,-296.39,907.71,-5.94,2.74,1.25,-27.15,-18.75,47.4,34.5
355.47,-278.81,925.78,-8.31,3.22,-0.32,-27.3,-17.25,49.05,34.4
360.84,-303.71,920.9,-11.37,3.27,3.58,-27.9,-18.15,48.45,34.5
343.75,-175.78,927.73,-27.39,7.59,4.96,-27.15,-17.4,50.25,34.5
300.78,-302.25,844.24,-0.6,-2.43,-3.26,-26.7,-18.3,49.05,34.55
370.12,-326.66,911.62,4.76,-4.02,-2.85,-25.35,-18.15,49.2,34.64
388.18,-294.43,953.12,-3.98,5.04,2.83,-25.05,-18.75,48.15,34.55
312.01,-311.04,898.93,-2.91,3.09,-1.38,-25.35,-18.45,47.1,34.5
354.98,-321.78,915.04,-1.58,3.6,-0.14,-26.7,-19.05,50.1,34.36
341.31,-312.5,916.02,-0.96,0.04,-2.18,-25.95,-19.05,50.1,34.74
331.05,-300.29,916.99,1.41,2.12,-1.63,-27.9,-19.5,49.5,34.55
353.03,-300.78,920.41,-0.49,1.21,0.96,-26.1,-19.2,50.25,34.5
347.66,-295.9,916.99,-2.49,1.25,2.79,-25.95,-19.65,49.35,34.5
327.15,-295.41,913.57,2.71,-0.53,0.38,-25.65,-19.65,49.35,34.64
337.89,-313.48,917.97,3.31,2.98,1.08,-27.15,-18.75,49.2,34.64
325.2,-262.7,923.83,2.0,-0.62,0.79,-25.95,-20.4,48.6,34.64
351.56,-312.5,920.41,0.23,0.39,1.26,-25.8,-19.2,48.15,34.69
345.21,-290.04,905.27,-0.68,0.2,-2.6,-26.85,-19.5,50.25,34.64
339.36,-297.85,916.99,4.59,-1.97,-0.17,-26.4,-17.7,50.85,34.69
349.12,-312.01,919.92,4.59,-0.18,-2.47,-25.95,-18.3,49.35,34.64
328.61,-279.79,944.34,3.05,1.55,-1.32,-27.3,-17.85,49.05,34.64
330.57,-291.5,921.87,-0.67,-2.37,-0.64,-24.3,-16.95,49.5,34.64
342.77,-282.23,916.02,0.56,-0.04,-1.97,-26.25,-17.85,49.05,34.5
355.96,-300.29,938.48,2.72,-4.07,-2.97,-27.15,-19.2,50.25,34.55
352.05,-291.5,934.57,-2.27,3.66,0.58,-26.1,-17.7,49.2,34.64
335.94,-275.88,925.29,-2.47,4.47,1.78,-26.7,-18.3,50.7,34.5
322.75,-291.02,914.55,-1.02,2.49,2.62,-25.95,-17.25,50.4,34.31
312.99,-297.36,931.15,2.09,0.63,1.24,-28.2,-19.2,49.2,34.64
337.4,-284.18,928.71,1.73,1.08,-3.11,-26.1,-18.45,48.9,34.64
331.05,-273.93,943.85,4.01,1.23,-0.15,-25.8,-17.4,50.85,34.64
327.64,-255.86,937.01,-0.14,-3.96,2.71,-25.65,-19.35,49.05,34.5
345.7,-288.09,912.11,2.08,1.01,-0.86,-25.95,-17.85,49.65,34.5
324.22,-285.16,920.9,1.75,0.73,1.24,-26.1,-18.45,50.55,34.83
336.43,-284.18,932.13,1.16,-3.71,0.27,-27.3,-18.3,48.6,34.55
338.38,-269.04,927.25,3.79,-5.24,1.53,-25.05,-17.7,49.5,34.5
328.61,-262.7,928.22,4.31,-2.05,0.27,-26.85,-18.45,48.45,34.5
338.38,-265.62,930.66,1.18,-2.42,1.41,-27.75,-17.85,49.65,34.5
350.1,-273.93,932.62,2.19,-6.88,-2.55,-27.15,-18.75,49.5,34.64
334.47,-268.07,926.27,-2.24,-3.9,-0.84,-25.95,-16.8,49.65,34.64
355.96,-273.44,921.39,-0.53,-3.15,-2.28,-27.6,-18.15,48.45,34.31
360.84,-276.37,909.67,3.01,-2.5,-0.79,-27.15,-19.2,48.9,34.16
349.12,-272.95,922.85,1.34,-5.25,-1.12,-27.6,-16.95,50.25,34.64
375.98,-276.86,928.22,-1.04,-1.98,-0.99,-27.15,-17.4,50.55,34.64
354.49,-264.65,924.32,-0.95,0.08,1.21,-27.6,-15.9,50.25,34.69
339.36,-255.37,943.85,-4.56,2.27,1.14,-26.4,-16.65,49.95,34.69
363.28,-277.83,928.22,-4.1,0.75,1.82,-26.4,-17.4,49.95,34.64
344.24,-282.23,908.2,-2.18,0.27,3.11,-26.7,-18.6,49.05,34.55
345.7,-271.48,914.55,-1.11,-3.13,0.57,-27.0,-16.5,49.05,34.5
360.84,-299.8,911.62,1.54,-1.56,-1.22,-27.0,-19.05,49.05,34.55
343.75,-287.11,918.95,3.59,-2.07,-2.54,-28.35,-16.8,49.35,34.4
349.12,-262.21,907.71,1.98,-6.27,-2.08,-28.65,-15.9,49.5,34.5
346.19,-236.82,950.2,2.41,-5.05,-3.9,-28.8,-16.5,48.6,34.64
366.7,-265.14,920.9,3.63,-5.03,-3.24,-27.0,-16.8,49.35,34.31
377.93,-228.52,934.57,3.39,-3.98,1.24,-27.75,-17.85,49.65,34.36
375.49,-260.25,925.29,1.26,-3.12,-1.22,-29.7,-17.7,48.15,34.4
363.77,-274.41,926.27,0.56,-0.15,0.54,-28.8,-17.25,48.0,34.4
357.42,-254.39,925.29,-1.08,-3.69,0.45,-28.65,-16.95,49.2,34.69
359.37,-251.95,917.48,1.5,1.07,1.46,-27.9,-16.95,48.45,34.5
372.07,-248.54,925.78,-3.33,-1.74,-0.27,-26.85,-17.7,47.85,34.55
364.75,-265.14,930.66,-1.79,0.36,-1.51,-28.05,-17.55,49.05,34.64
361.33,-267.09,930.66,-0.92,-1.64,-1.69,-28.05,-17.55,48.3,34.69
357.91,-263.67,922.36,0.95,-3.55,-0.31,-27.6,-16.95,49.2,34.4
363.28,-266.11,916.5,-0.25,-0.83,2.23,-25.95,-17.85,48.6,34.64
358.4,-269.04,905.76,0.5,1.09,1.1,-28.05,-16.8,48.6,34.4
371.09,-248.05,903.32,2.02,-0.4,-1.05,-28.8,-18.6,48.3,34.36
386.23,-258.3,922.85,2.02,-2.11,-0.4,-28.65,-16.65,49.2,34.4
356.93,-265.62,922.85,1.47,2.4,3.02,-27.3,-16.8,49.05,34.5
374.02,-260.25,928.71,1.65,0.01,2.44,-29.7,-16.95,48.9,34.36
376.95,-252.93,913.57,-0.71,0.7,-1.66,-28.65,-15.6,46.35,34.4
370.61,-243.65,923.83,2.34,-2.0,0.78,-28.2,-15.6,50.25,34.93
365.72,-247.56,920.41,0.9,-1.46,2.87,-28.95,-16.95,48.15,34.69
375.49,-253.91,930.66,-1.65,0.16,-0.85,-30.15,-17.25,49.35,34.64
378.42,-255.86,917.48,0.02,0.66,-1.41,-29.25,-17.4,48.45,34.64
358.4,-250.0,912.11,0.02,-2.95,-0.05,-29.25,-16.65,48.9,34.74
361.82,-258.79,929.2,2.04,-2.48,0.75,-28.05,-15.75,49.65,34.55
374.51,-252.44,923.83,0.47,-1.11,-0.47,-27.15,-16.95,48.9,34.5
351.56,-252.93,916.99,0.25,0.88,0.66,-28.05,-15.75,48.3,34.5
377.93,-250.49,934.57,1.04,-0.87,-2.06,-29.55,-16.8,47.55,34.4
365.23,-260.74,916.02,1.21,-0.86,-1.63,-28.05,-16.5,49.05,34.4
384.77,-235.35,921.39,0.27,-1.27,0.71,-29.25,-16.95,46.8,34.69
367.19,-252.44,921.39,2.34,-1.98,2.05,-27.75,-16.5,48.3,34.64
371.09,-245.61,918.46,1.25,-1.95,0.7,-28.35,-16.8,49.05,34.64
372.56,-245.61,915.53,0.32,0.66,0.66,-27.9,-16.95,46.35,34.55
355.47,-243.16,924.32,2.48,-0.34,-4.15,-27.0,-15.3,47.55,34.4
385.25,-252.44,942.87,0.77,0.89,-0.68,-29.25,-17.4,47.4,34.64
380.86,-245.12,940.43,-2.78,1.32,5.79,-29.25,-16.95,47.85,34.55
365.23,-246.58,922.36,-0.56,1.44,0.92,-27.9,-16.95,48.9,34.4
365.72,-243.16,917.48,0.01,-0.73,-0.66,-29.25,-16.65,48.45,34.5
376.95,-266.11,923.83,0.84,2.05,-0.15,-28.35,-16.5,49.05,34.55
355.47,-236.82,911.62,-0.6,-0.9,-0.96,-28.35,-16.5,47.55,34.5
372.56,-244.14,943.36,-0.71,-0.47,0.49,-27.9,-16.2,49.2,34.64
377.93,-248.05,929.2,-4.62,-2.41,0.57,-28.35,-16.8,47.25,34.69
386.72,-258.79,909.18,-1.05,1.37,0.11,-27.6,-16.95,48.15,34.5
363.77,-251.46,912.6,0.27,2.23,-0.16,-28.65,-17.4,47.85,34.4
364.26,-249.51,924.8,-1.22,-1.56,1.27,-29.55,-16.8,48.3,34.31
359.86,-258.79,909.18,-0.04,-0.27,-0.06,-29.25,-18.15,49.5,34.4
365.23,-250.0,917.48,-2.27,-1.11,0.11,-28.35,-16.5,48.6,34.4
389.65,-262.21,926.27,-1.77,-6.1,-0.95,-28.8,-16.8,47.25,34.31
380.86,-278.81,932.13,-1.68,-2.67,1.41,-29.7,-16.95,49.2,34.36
369.14,-269.04,920.9,-1.54,1.08,1.38,-29.1,-16.5,45.6,34.5
376.95,-235.84,926.27,0.4,-0.82,-2.02,-28.2,-18.45,48.45,34.36
368.16,-239.75,920.9,-4.01,-2.37,3.1,-30.0,-16.2,47.85,34.88
362.3,-270.51,916.5,-2.12,0.92,3.79,-29.25,-16.95,49.95,34.83
363.28,-266.6,923.83,-1.71,0.45,3.37,-29.7,-19.2,48.45,34.64
332.52,-264.65,899.9,-3.33,1.65,-0.36,-28.8,-17.55,49.05,34.93
377.44,-267.58,918.95,1.12,0.66,0.4,-28.8,-17.85,49.65,34.55
375.98,-267.09,917.48,0.1,0.37,1.05,-28.95,-17.7,47.85,34.4
360.35,-259.77,922.85,1.98,-2.71,1.69,-28.2,-18.15,48.9,34.64
383.3,-282.71,909.67,-1.31,-1.04,-1.47,-28.95,-18.15,48.15,34.4
350.1,-261.72,911.62,0.83,-1.43,-0.53,-28.35,-16.5,49.35,34.5
370.12,-262.7,919.43,2.28,0.43,-0.94,-27.6,-18.45,48.9,34.64
