AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp_C
-124.51,-149.41,981.45,-4.87,-16.68,-23.63,7.95,-7.35,44.1,34.55
-69.82,-93.26,962.89,-8.71,-16.99,-30.14,7.95,-8.85,44.1,34.55
-30.27,-140.14,994.14,-9.46,-25.81,-26.87,8.1,-9.0,43.35,34.5
-12.21,-302.25,1156.74,-8.9,-18.76,-14.5,7.5,-9.6,42.75,34.64
-35.16,-322.75,1289.55,-3.17,-7.95,-0.52,7.95,-9.9,43.8,34.64
-18.55,-292.97,1258.79,0.37,9.69,12.37,7.05,-11.25,45.0,34.69
-35.64,-326.66,1252.93,20.16,9.34,25.49,5.4,-9.6,45.15,34.64
27.83,-185.06,1205.57,12.85,45.27,37.24,5.7,-9.9,44.85,34.69
-62.5,-182.13,1160.16,-3.88,87.75,50.68,6.6,-7.2,46.05,34.74
-48.34,-163.57,1093.75,-7.32,92.31,46.34,8.1,-7.95,47.85,34.36
-141.11,-166.5,1009.28,-22.11,100.58,53.17,10.35,-8.1,47.25,34.64
-206.54,-142.58,991.7,-16.21,118.23,58.73,12.15,-6.3,49.65,34.64
-360.84,-133.3,891.11,-4.44,114.1,62.84,14.4,-7.95,49.5,34.74
-396.0,-62.99,911.62,13.97,100.13,55.47,18.9,-8.4,51.15,34.55
-431.64,-52.25,905.27,16.8,105.82,52.55,20.7,-7.35,49.65,34.5
-553.71,-15.14,848.63,15.08,101.05,48.17,24.15,-5.85,50.1,34.64
-517.58,-47.36,839.84,6.69,100.33,40.96,25.2,-7.05,47.55,34.64
-602.05,-20.02,765.62,8.68,89.83,30.82,28.35,-5.85,48.6,34.36
-577.15,-51.76,755.37,17.63,91.08,28.72,31.8,-4.95,46.8,34.69
-660.16,43.46,612.79,4.79,93.18,27.04,32.25,-4.8,47.25,34.83
-755.86,40.53,570.31,-0.18,88.11,21.77,36.9,-1.5,43.05,34.55
-770.02,62.01,596.68,-7.37,72.42,14.18,38.85,-3.6,42.9,34.74
-824.22,-33.2,588.87,-5.06,73.52,10.6,39.45,-1.5,39.3,34.5
-803.22,11.72,495.61,-21.28,67.95,4.66,43.35,-3.45,39.6,34.55
-936.04,-34.67,540.04,-1.11,72.09,3.17,42.6,-2.25,37.5,34.36
-904.3,91.8,329.1,-5.97,53.34,2.0,43.5,-4.35,38.85,34.31
-847.17,121.09,402.34,-7.89,54.22,2.53,46.5,-4.05,35.55,34.64
-867.68,43.46,293.95,-21.46,41.7,7.73,46.95,-4.35,35.7,34.64
-868.65,3.91,286.62,16.21,34.12,6.47,46.8,-4.8,30.9,34.74
-928.22,72.27,286.13,8.99,22.63,4.57,47.7,-3.9,31.8,34.64
-901.37,78.12,229.0,5.02,15.5,6.17,49.35,-3.75,30.9,34.69
-878.91,51.27,152.83,7.38,-9.5,2.18,47.7,-2.1,30.3,34.5
-964.36,148.93,71.78,-8.98,-24.65,2.12,47.85,-3.75,32.7,34.5
-966.31,62.99,233.89,-1.88,-35.79,-2.49,48.0,-3.15,33.3,34.4
-996.09,-0.49,262.21,25.58,-38.15,-2.8,48.45,-3.9,32.55,34.5
-874.02,97.66,424.8,13.36,-57.39,-4.49,46.65,-3.6,35.7,34.55
-865.23,56.15,513.67,-2.98,-41.31,-8.33,45.75,-1.95,36.9,34.5
-847.17,154.3,392.58,-15.18,-69.24,-6.73,45.9,-2.1,36.0,34.16
-773.93,42.97,482.91,-12.26,-73.0,-11.09,42.6,-3.75,38.25,34.4
-832.03,-30.27,501.95,-1.75,-60.38,-1.82,41.1,-3.45,43.05,34.55
-814.45,21.0,611.82,18.57,-72.64,-4.85,39.0,-4.5,40.65,34.5
-764.16,76.17,575.68,14.18,-63.03,-18.98,36.9,-4.8,42.0,34.4
-640.14,86.91,731.45,5.76,-75.05,-19.69,35.25,-2.4,44.4,34.64
-690.43,-22.46,810.06,4.63,-55.62,-23.43,33.75,-4.05,46.2,34.36
-684.08,-18.55,804.69,0.25,-69.8,-23.58,29.25,-3.15,46.35,34.55
-729.98,-2.93,755.37,-7.27,-61.27,-26.12,29.1,-4.5,48.3,34.4
-595.21,-34.67,864.26,-8.76,-78.4,-28.15,28.05,-5.25,47.55,34.64
-576.17,-47.36,822.75,-3.76,-66.08,-31.03,26.85,-5.4,48.45,34.74
-525.88,-59.08,734.37,8.23,-86.56,-27.1,25.2,-5.85,49.05,34.64
-493.16,-80.57,854.49,-4.91,-80.35,-26.26,22.35,-6.3,51.15,34.4
-434.08,-107.91,886.72,1.18,-89.21,-24.77,20.25,-7.05,51.15,34.64
-379.39,-73.73,943.85,5.09,-86.74,-24.52,15.9,-4.95,52.95,34.64
-337.4,-84.47,960.94,-6.73,-85.85,-20.64,14.4,-6.9,52.95,34.5
-273.93,-111.82,1050.78,-5.93,-77.19,-15.47,11.4,-5.55,53.85,34.64
-286.13,-94.24,1043.95,-4.55,-71.29,-24.62,9.3,-6.3,53.1,34.83
-242.19,-57.62,1105.96,-11.94,-68.27,-17.74,7.5,-7.35,54.6,34.64
-164.06,-107.91,1087.4,-11.94,-61.68,-25.4,5.4,-7.8,53.55,34.36
-162.11,-89.84,1068.85,2.17,-51.47,-22.04,3.75,-7.2,54.45,34.55
-42.97,-91.31,1087.4,0.92,-36.92,-23.21,1.35,-6.15,53.4,34.64
-74.71,-141.6,1019.53,14.69,-42.6,-15.94,1.5,-7.35,53.55,34.64
-57.13,-141.11,1000.0,6.89,-37.73,-20.51,-0.3,-7.2,54.0,34.4
-28.32,-118.65,972.66,-0.69,-48.52,-13.95,-1.2,-5.55,54.15,34.64
0.98,-152.83,1009.77,-6.82,-51.18,-10.23,-4.2,-6.45,54.0,34.69
-5.37,-100.59,1053.71,-2.4,-36.83,-12.76,-5.25,-7.2,52.35,34.64
45.9,-94.24,1118.16,-7.28,-37.11,-11.68,-5.7,-6.6,53.85,34.55
18.55,-111.33,1151.86,-14.38,-33.06,-8.92,-7.35,-6.45,53.4,34.64
33.69,-135.74,1269.53,-16.35,-12.38,-7.93,-7.95,-7.8,51.75,34.74
104.0,-196.29,1350.1,-15.49,11.4,-1.34,-6.9,-8.4,52.5,34.64
123.54,-243.65,1396.97,-19.23,13.66,2.96,-7.95,-7.35,53.1,34.5
108.89,-335.45,1330.57,-13.31,54.56,24.11,-6.45,-7.8,54.9,34.69
127.44,-285.16,1231.45,-0.24,90.84,37.68,-6.0,-9.3,52.95,34.64
95.21,-247.07,1119.14,2.63,112.51,61.53,-3.45,-9.3,54.45,34.64
-32.71,-170.9,1005.86,2.79,133.89,64.08,1.65,-9.75,52.35,34.64
-119.63,-107.42,937.01,2.91,140.73,60.6,5.55,-8.25,55.05,34.69
-254.88,-54.69,908.2,0.07,131.07,60.01,10.5,-9.0,56.1,34.5
-328.12,-72.75,935.06,1.63,121.11,56.11,13.5,-10.35,53.55,34.64
-381.84,-72.27,843.26,6.15,122.98,51.26,18.3,-8.7,52.35,34.36
-467.77,-26.86,854.0,19.63,123.08,47.51,21.0,-7.8,52.8,34.69
-522.95,-36.13,817.38,25.11,120.54,40.67,24.45,-6.3,51.75,34.74
-579.1,-18.55,745.61,24.77,97.57,31.55,27.15,-7.2,49.5,34.64
-648.44,-6.35,643.55,22.01,99.01,26.33,30.6,-4.5,48.0,34.4
-734.37,-7.81,649.41,8.66,85.74,15.27,35.25,-5.4,45.75,34.4
-716.8,29.3,525.39,4.07,69.31,10.84,35.25,-3.9,44.7,34.83
-766.11,43.46,608.4,9.02,66.55,17.18,37.8,-1.05,43.35,34.64
-788.57,-37.11,576.17,-2.89,93.58,11.83,39.75,-3.75,40.05,34.5
-841.31,80.57,451.66,7.37,59.13,6.27,41.4,-1.05,39.45,34.64
-819.34,42.97,436.52,1.46,74.82,2.0,41.55,-2.7,37.95,34.64
-896.48,61.52,467.77,3.76,60.76,1.09,45.3,-1.35,34.95,34.69
-899.41,97.66,224.12,-5.51,37.71,7.98,45.75,-3.45,34.05,34.21
-911.13,83.98,293.95,16.02,45.66,7.98,47.7,-1.05,32.55,34.64
-921.87,92.29,297.85,-2.73,27.15,2.76,47.55,-0.9,31.95,34.55
-942.87,48.34,187.99,2.98,18.27,1.21,48.6,-2.25,30.6,34.5
-918.46,99.12,199.22,13.68,0.31,3.95,49.35,-1.5,29.55,34.93
-906.25,162.11,175.29,-9.56,-4.68,6.76,47.7,-2.1,31.2,34.69
-947.75,112.79,201.66,-9.38,-16.34,0.31,48.9,-1.2,30.9,34.36
-971.68,103.52,184.57,-3.44,-27.28,-0.56,48.6,0.45,31.35,34.36
-913.09,27.83,345.7,8.01,-28.51,-9.56,46.8,-1.5,32.7,34.55
-906.74,123.54,279.3,27.57,-35.89,-8.08,46.8,-1.2,32.4,34.5
-831.05,164.55,291.02,8.93,-58.44,-3.77,46.35,-0.6,33.6,34.55
-917.97,76.66,443.36,-6.74,-44.08,-7.71,45.9,-1.8,35.25,34.64
-752.93,84.47,323.24,-4.22,-80.73,-7.84,43.35,-0.9,36.9,34.64
-843.75,63.96,341.8,-11.64,-77.05,11.44,41.55,-1.2,38.55,34.74
-895.51,42.97,521.0,-4.47,-84.2,-7.97,40.65,-2.4,39.45,34.55
-768.07,72.27,537.11,15.86,-88.59,-25.25,38.25,-1.5,42.75,34.74
-686.52,88.38,710.94,33.25,-97.09,-31.98,36.6,-2.7,44.1,34.4
-666.02,-13.67,906.74,19.03,-97.15,-27.59,32.7,-1.2,46.95,34.64
-633.3,-32.71,816.41,4.12,-90.6,-19.91,32.55,-1.8,47.1,34.64
-636.23,13.18,763.18,-19.08,-93.82,-16.92,28.95,-2.1,47.4,34.64
-559.08,-39.06,885.25,-30.08,-93.68,-19.83,26.4,-3.15,49.5,34.5
-442.38,-37.6,963.87,-16.98,-86.34,-19.28,23.1,-5.55,49.35,34.5
-427.25,-106.45,935.06,-12.27,-84.03,-22.18,18.9,-3.0,50.4,34.4
-344.73,-44.43,946.29,-0.66,-88.16,-16.37,18.15,-6.6,52.8,34.83
-376.95,-49.8,1011.72,-11.67,-66.6,-14.31,14.4,-6.15,52.65,34.64
-426.76,0.0,963.38,0.38,-67.03,-23.6,15.15,-5.4,53.4,34.4
-260.25,-0.98,953.61,-0.83,-81.22,-34.67,12.0,-6.15,53.7,34.64
-249.02,-90.33,1001.95,-7.67,-78.31,-23.85,10.05,-5.85,53.85,34.64
-190.43,-123.54,1030.76,3.65,-83.28,-25.23,6.45,-7.8,52.8,34.64
-137.21,-94.73,1050.78,-2.61,-55.4,-16.19,4.65,-5.25,54.6,34.64
-187.01,-51.27,1039.06,-4.31,-59.27,-18.0,2.25,-5.85,53.55,34.69
-94.24,-86.43,1098.63,-9.68,-60.63,-16.68,1.5,-6.3,53.1,34.64
42.97,-111.33,1091.31,-5.95,-58.87,-19.38,-1.5,-5.85,56.7,34.36
-4.39,-167.97,1096.19,-7.26,-50.82,-12.87,-1.5,-5.55,52.8,34.5
-93.26,-179.2,958.5,3.32,-44.39,-10.35,-4.35,-6.6,52.8,34.55
14.65,-110.84,983.4,9.75,-53.0,-14.31,-5.55,-6.15,52.65,34.64
85.45,-113.77,1061.04,9.02,-44.89,-7.95,-7.65,-6.45,51.9,34.36
116.21,-97.17,1191.89,4.83,-37.67,-1.31,-8.7,-6.15,51.9,34.31
73.24,-97.66,1339.84,-3.15,-17.61,-0.5,-10.05,-5.25,52.5,34.4
116.21,-76.66,1351.56,-13.95,5.71,4.03,-10.35,-5.85,52.5,34.83
154.3,-174.8,1368.16,-22.59,24.73,8.53,-10.35,-7.05,51.45,34.5
145.02,-193.36,1276.86,-21.92,63.52,15.85,-9.6,-5.85,53.1,34.5
139.16,-255.86,1237.79,-20.53,85.39,27.47,-7.65,-7.95,53.7,34.69
74.71,-243.65,1155.76,-10.57,104.11,40.7,-2.4,-9.0,54.0,34.74
25.39,-218.75,1062.99,0.5,123.78,47.22,-2.1,-7.5,54.75,34.55
-36.62,-154.3,991.21,1.29,133.34,54.19,3.0,-9.9,54.15,34.5
-170.41,-128.42,912.6,7.23,132.6,56.21,6.3,-9.75,52.65,34.64
-302.73,-60.06,917.97,1.11,132.8,56.65,11.4,-7.35,53.85,34.55
-375.98,-47.36,928.22,-0.78,130.95,42.3,15.45,-8.25,54.0,34.64
-459.47,-10.25,904.3,3.57,122.59,45.79,19.35,-8.7,52.35,34.36
-503.91,-38.09,875.98,16.91,115.14,34.34,21.75,-8.4,49.65,34.69
-559.57,-25.88,796.87,24.94,109.29,28.45,24.9,-7.35,50.1,34.64
-601.56,-16.6,749.51,19.71,106.63,18.08,28.65,-6.45,48.15,34.55
-659.18,-3.91,679.69,14.16,94.89,13.53,32.1,-4.35,47.85,34.55
-622.07,6.35,592.29,16.55,93.64,16.44,34.65,-5.7,45.0,34.21
-812.01,-9.77,541.02,-5.66,99.95,11.93,35.25,-4.35,43.95,34.74
-820.8,42.48,425.78,-3.05,74.18,0.32,39.9,-3.15,39.75,34.64
-880.86,5.86,513.67,-13.89,76.61,2.12,40.95,-3.9,40.8,34.64
-852.05,63.96,312.01,-6.71,54.69,7.16,44.1,-3.9,37.8,34.5
-868.65,-18.55,519.04,-8.46,57.35,7.46,43.5,-4.65,35.25,34.64
-871.58,-3.42,280.76,12.21,43.94,7.92,45.75,-3.0,35.55,34.5
-885.25,63.48,356.45,9.43,39.74,5.34,46.95,-2.4,33.6,34.64
-923.83,46.88,297.85,6.07,34.08,10.24,46.8,-4.05,33.45,34.69
-946.78,33.69,228.52,18.82,22.49,8.75,49.5,-2.4,31.2,34.83
-921.87,104.0,186.04,3.15,-0.76,3.43,48.9,-3.45,31.95,34.69
-935.55,156.74,125.0,-2.73,-7.66,-3.85,47.85,-3.45,31.35,34.5
-904.3,104.0,163.09,-4.51,-30.36,-6.42,47.4,-2.85,32.85,34.5
-896.0,72.27,234.86,-2.05,-31.44,-7.87,48.3,-1.95,34.05,34.5
-919.43,57.13,309.57,21.09,-48.92,-4.28,44.85,-2.85,33.3,34.5
-857.42,88.38,346.19,14.86,-55.17,-0.18,44.4,-1.5,35.85,34.5
-849.61,73.24,415.53,5.95,-64.76,-4.82,45.75,-2.25,36.45,34.69
-952.64,61.52,372.56,3.98,-61.47,5.6,42.6,-3.45,37.2,34.36
-812.5,-9.28,496.09,5.08,-89.69,-14.18,40.05,-3.0,38.55,34.36
-681.64,-20.51,698.24,2.85,-69.64,-7.83,40.2,-2.85,41.55,34.74
-847.66,63.48,587.89,-8.94,-74.71,-21.81,36.6,-2.7,43.05,34.64
-633.3,111.82,665.53,-19.46,-104.37,-18.39,34.8,-2.25,44.55,34.64
-629.39,-63.48,814.45,-25.02,-76.73,-36.52,33.0,-3.0,45.6,34.64
-641.6,-58.11,776.37,-10.95,-89.17,-26.34,30.75,-4.95,47.85,34.55
-522.95,-87.89,850.59,3.6,-89.95,-30.56,27.75,-7.05,48.0,34.5
-557.62,-36.62,839.84,-2.69,-83.56,-21.79,23.4,-5.55,49.65,34.4
-469.73,-66.41,942.38,-8.02,-99.44,-30.79,23.7,-6.9,49.2,34.64
-404.3,-99.61,977.54,-7.5,-81.56,-24.35,19.8,-5.7,51.3,34.55
-475.59,-81.05,979.98,-5.38,-65.86,-30.4,18.0,-6.15,53.4,34.5
-396.48,-101.56,884.28,-5.02,-84.85,-39.99,15.45,-4.95,52.95,34.64
-299.8,-148.93,998.54,-1.4,-94.91,-29.76,13.8,-8.7,53.4,34.64
-175.29,-139.65,1052.25,-3.6,-70.87,-33.1,10.05,-8.1,52.8,34.5
-254.39,-120.12,1022.95,5.91,-61.32,-27.16,8.55,-8.4,53.85,34.5
-207.03,-125.0,1088.38,-0.2,-70.9,-26.72,5.25,-8.25,54.45,34.5
-212.4,-119.14,1035.64,-5.76,-60.69,-25.25,5.1,-9.6,53.55,34.64
-129.39,-162.11,1008.3,2.08,-59.21,-32.19,3.0,-7.8,54.15,34.69
2.93,-182.62,1070.31,11.47,-70.62,-29.04,1.5,-7.35,54.15,34.64
1.95,-141.11,1100.1,-1.43,-42.62,-17.71,0.15,-7.05,54.6,34.5
-57.62,-155.76,1011.72,1.17,-52.63,-20.73,-2.7,-7.5,54.0,34.55
20.51,-82.03,1032.71,-0.58,-37.08,-22.38,-3.3,-7.8,53.1,34.31
33.69,-154.3,1029.79,-5.48,-42.92,-13.15,-3.6,-7.05,53.55,34.4
68.36,-160.64,1083.01,-7.75,-45.16,-13.15,-6.6,-7.2,52.95,34.4
80.08,-189.94,1176.76,-7.13,-28.97,-18.96,-7.2,-8.4,53.55,34.83
88.38,-187.5,1313.48,-10.59,-16.47,-9.05,-9.45,-7.2,53.7,34.5
138.67,-259.77,1368.65,-18.24,18.11,1.66,-8.55,-5.85,53.55,34.5
135.74,-303.71,1339.36,-23.47,16.78,11.9,-8.7,-10.05,52.65,34.5
157.23,-288.09,1266.6,-15.44,52.26,29.44,-6.6,-9.75,51.9,34.5
93.75,-278.81,1173.34,-8.55,106.93,47.62,-5.55,-10.5,53.4,34.55
51.27,-228.03,1127.93,-11.5,110.96,48.95,-1.5,-10.35,53.85,34.5
-28.32,-286.13,1045.41,-6.92,125.98,56.9,1.05,-11.55,53.7,34.5
-94.24,-198.73,1031.74,2.15,138.44,66.6,7.05,-10.5,52.95,34.31
-239.75,-199.71,966.8,8.07,137.15,64.51,9.9,-11.85,54.0,34.5
-305.66,-129.88,921.87,23.69,144.7,64.15,15.15,-11.25,51.9,34.5
-396.97,-85.45,882.81,7.04,138.09,65.38,19.95,-9.6,51.45,34.64
-516.11,-103.52,783.69,8.4,133.55,46.46,22.35,-8.85,51.45,34.4
-530.76,-47.36,779.3,23.31,119.96,46.06,28.35,-9.15,49.35,34.36
-589.36,-22.95,617.68,10.35,117.95,35.7,31.65,-6.3,47.55,34.5
-665.53,-20.51,694.34,12.5,103.61,29.78,32.85,-6.45,45.75,34.5
-725.59,14.65,508.3,11.08,87.31,25.16,36.0,-4.65,44.7,34.31
-798.34,5.37,562.99,14.29,92.88,16.66,37.8,-3.9,42.3,34.36
-897.46,-32.23,422.36,-4.73,83.5,11.59,40.2,-4.65,40.8,34.74
-874.02,51.27,441.89,7.76,65.73,14.26,41.7,-4.35,38.1,34.64
-828.12,40.53,397.46,-2.09,62.68,8.41,43.95,-3.45,35.85,34.64
-869.14,-25.39,496.09,15.86,62.43,6.05,45.6,-3.6,36.0,34.4
-912.6,47.85,220.7,3.0,40.07,4.09,46.95,-3.15,33.3,34.64
-877.44,122.56,173.34,12.21,36.08,4.78,47.4,-3.15,32.25,34.31
-893.55,102.05,192.38,3.67,16.54,4.85,49.35,-2.7,32.7,34.55
-932.62,59.57,84.47,4.4,-2.37,-1.57,48.9,-0.9,31.65,34.74
-1000.49,129.39,100.1,0.15,-20.92,-2.99,47.55,-3.0,31.95,34.5
-964.36,79.1,227.54,14.18,-31.43,-2.85,47.7,-2.85,31.8,34.74
-893.07,12.7,279.79,5.01,-45.72,-3.24,46.65,-3.6,33.3,34.64
-861.82,44.92,352.05,10.96,-52.15,-5.66,47.4,-1.8,34.65,34.69
-911.13,111.33,285.16,-0.61,-75.5,4.43,46.5,-2.25,34.8,34.93
-798.83,74.22,485.35,-4.36,-72.73,-14.18,43.8,-1.35,36.0,34.83
-850.1,58.11,512.7,1.07,-67.07,-9.02,42.15,-2.25,37.95,34.64
-819.82,44.43,500.0,-6.76,-84.27,-20.94,39.45,-3.45,40.35,34.55
-666.99,49.32,649.41,8.5,-86.02,-27.42,37.8,-2.4,43.35,34.69
-761.23,9.28,835.94,12.88,-85.83,-25.44,37.05,-3.6,44.7,34.4
-657.71,55.66,670.41,-7.99,-88.97,-28.73,32.7,-4.05,46.65,34.64
-631.84,58.11,814.94,-23.47,-94.57,-38.34,31.05,-5.4,46.8,34.93
-560.06,-106.45,805.66,-18.5,-85.8,-46.92,29.55,-4.5,47.25,34.64
-481.93,-120.12,815.43,12.93,-97.08,-28.85,26.7,-6.3,48.3,34.5
-479.0,-125.0,846.19,8.5,-95.08,-32.23,23.7,-5.4,51.3,34.55
-500.98,-115.72,897.95,16.55,-89.98,-26.08,22.2,-7.95,52.65,34.64
-368.16,-84.96,1071.78,20.6,-90.03,-30.5,18.45,-4.8,53.55,34.5
-387.21,-21.97,1001.46,6.28,-79.56,-27.43,15.3,-5.25,54.15,34.74
-317.87,-94.73,1071.78,-22.64,-89.01,-29.37,12.6,-5.7,55.05,34.5
-270.02,-131.35,995.61,-13.69,-68.27,-30.12,11.4,-7.05,55.2,34.64
-222.17,-158.2,976.56,-6.87,-68.93,-21.0,10.05,-8.4,53.85,34.4
-156.74,-136.72,1023.93,11.85,-66.6,-19.36,6.3,-6.45,54.75,34.64
-199.22,-57.13,1076.66,10.88,-50.7,-11.63,4.5,-5.4,53.4,34.5
-152.34,-32.71,1096.68,0.34,-57.47,-21.94,1.35,-6.9,54.45,34.5
-50.29,-82.52,1073.24,1.35,-61.97,-31.73,1.5,-5.85,54.9,34.55
0.98,-94.24,1102.05,-16.49,-44.3,-34.56,-2.1,-4.95,53.7,34.4
-22.46,-146.0,1102.54,-18.12,-34.87,-30.4,-1.05,-6.9,54.45,34.88
-2.93,-133.79,1115.72,-18.95,-37.61,-30.08,-3.6,-7.05,53.55,34.55
46.39,-207.03,1277.34,-13.88,-14.19,-23.18,-4.65,-6.3,53.55,34.69
46.88,-314.94,1330.57,-14.98,9.74,-11.29,-3.75,-7.95,55.05,34.64
52.73,-385.74,1292.97,-14.16,21.44,4.73,-3.6,-8.4,54.9,34.55
69.82,-364.75,1277.83,-12.47,47.38,36.75,-4.2,-8.25,54.45,34.55
7.32,-289.06,1160.64,-10.23,98.83,56.07,-1.35,-9.75,53.4,34.64
-66.41,-205.08,1089.84,-12.78,108.02,55.93,2.25,-8.4,52.8,34.64
-106.45,-153.32,1048.83,-13.94,123.47,63.26,5.7,-9.6,55.2,34.74
-234.37,-122.07,993.65,-10.49,132.95,61.24,6.9,-10.95,52.8,34.5
-281.25,-145.51,973.14,-5.67,127.56,50.71,12.9,-10.35,53.55,34.69
-323.73,-174.8,951.66,7.63,122.86,58.71,17.4,-10.35,51.75,34.55
-444.34,-143.55,920.41,11.59,127.21,57.37,22.65,-10.05,51.9,34.64
-467.77,-107.42,845.7,30.8,117.85,53.34,23.4,-8.1,50.7,34.64
-634.28,-61.52,725.59,19.92,115.66,39.56,26.85,-7.2,47.85,34.74
-602.54,13.67,656.25,13.37,99.1,35.79,30.3,-5.7,47.1,34.64
-683.11,-80.08,634.77,-15.11,92.11,24.99,31.05,-5.4,45.75,34.74
-698.73,-21.97,580.57,-0.27,87.89,23.05,36.75,-5.4,43.95,34.55
-812.5,-49.32,605.96,7.13,91.57,31.48,37.05,-4.65,42.9,34.5
-854.98,38.09,445.8,-16.04,77.42,16.37,40.5,-4.5,38.55,34.16
-966.31,51.27,459.47,7.02,70.82,18.16,42.45,-4.35,38.85,34.5
-850.59,9.77,488.28,-14.81,67.05,5.66,44.7,-3.75,37.95,34.5
-866.21,-42.97,365.23,21.35,56.6,12.13,46.35,-2.85,35.25,34.5
-853.52,21.0,330.08,0.58,61.24,20.36,46.95,-2.1,34.65,34.31
-908.69,99.61,276.37,-0.72,50.07,23.01,48.3,-2.7,31.95,34.5
-925.78,-19.53,448.24,1.28,52.18,20.82,48.45,-2.1,30.45,34.31
-936.04,206.05,60.55,-10.59,24.11,14.03,50.85,-2.1,29.7,34.64
-901.37,272.95,279.79,-17.64,14.69,7.58,50.55,-1.35,30.15,34.69
-938.96,103.52,60.06,-3.67,21.34,10.62,50.85,-1.05,29.1,34.55
-949.22,93.75,67.87,-11.6,-13.07,2.11,50.4,-1.95,30.0,34.64
-988.28,82.03,202.15,13.05,-15.03,0.35,49.05,-1.35,29.7,34.64
-963.87,137.21,163.57,9.69,-22.19,-10.08,49.65,-2.25,28.5,34.69
-917.97,166.02,267.58,1.95,-43.57,-8.08,47.85,-1.5,31.95,34.5
-794.92,4.88,304.69,15.39,-40.74,-19.49,48.3,-0.9,31.95,34.69
-922.36,160.64,103.52,6.69,-67.84,-6.7,48.75,-1.8,33.3,34.64
-827.15,73.73,279.3,0.59,-88.92,-12.28,44.55,-3.6,36.3,34.69
-958.01,10.74,416.02,26.98,-69.02,-7.77,45.3,-1.8,36.3,34.64
-926.27,100.59,477.54,12.27,-92.9,-14.38,43.5,-2.1,37.35,34.4
-791.5,158.69,592.77,-1.92,-103.74,-33.24,39.15,-0.6,39.15,34.4
-595.21,3.42,727.54,-15.44,-84.96,-39.17,36.9,-2.7,41.7,34.5
-754.88,-149.41,765.62,14.25,-81.11,-32.89,36.75,-2.4,43.95,34.4
-591.31,-140.62,823.24,6.05,-83.15,-27.73,33.3,-3.75,45.9,34.4
-650.39,-40.04,830.57,14.53,-62.44,-16.72,32.7,-4.5,47.55,34.93
-614.26,37.6,781.74,-3.76,-73.27,-29.03,32.1,-3.6,48.15,34.55
-488.28,24.9,856.93,-17.67,-88.47,-28.63,27.6,-4.95,48.45,34.64
-451.17,-100.1,878.42,-18.85,-80.34,-32.88,24.75,-4.95,50.85,34.64
-542.97,-141.11,932.62,-0.56,-85.77,-28.25,22.95,-6.15,50.85,34.64
-451.17,-152.83,860.35,4.48,-86.2,-26.69,22.05,-7.05,51.75,34.64
-461.43,-62.5,942.38,6.11,-87.98,-21.6,16.95,-6.9,51.6,34.4
-326.17,-168.95,1029.79,0.53,-81.96,-28.24,16.2,-6.15,52.35,34.5
-318.36,-53.71,933.11,4.96,-56.03,-31.89,12.9,-6.3,53.1,34.64
-304.69,-144.53,943.36,-30.98,-87.56,-25.77,11.4,-5.85,55.2,34.21
-210.94,-291.5,1090.33,-9.82,-89.6,-23.79,8.4,-6.15,55.5,34.74
-188.96,-149.9,1046.39,-3.79,-80.07,-11.8,5.1,-8.1,54.6,34.55
-96.68,-110.35,1148.44,-11.4,-71.85,-13.56,4.35,-8.4,52.8,34.4
-104.98,-105.96,1120.61,-0.69,-56.31,-15.46,-0.15,-9.9,53.1,34.64
-20.02,-91.31,1158.2,-4.81,-47.46,-27.05,-1.05,-10.05,54.9,34.36
-67.87,-119.63,1096.19,-2.18,-37.87,-24.88,-3.6,-8.1,54.15,34.31
38.09,-140.62,1137.21,-8.54,-28.85,-23.69,-3.45,-8.7,54.45,34.64
37.11,-221.68,1166.5,-15.29,-14.93,-22.17,-3.45,-10.5,54.0,34.4
68.85,-286.13,1198.24,-15.08,-8.05,-11.05,-4.35,-7.8,54.6,34.5
64.94,-347.66,1242.19,-9.98,7.4,6.53,-3.75,-9.75,54.75,34.4
18.55,-339.84,1299.32,5.61,31.53,25.08,-2.55,-9.9,54.15,34.64
51.27,-296.87,1341.31,5.05,77.33,37.25,-3.45,-8.7,52.65,34.55
-46.88,-256.84,1238.77,3.14,93.91,42.31,0.45,-10.65,54.6,34.64
-46.88,-205.08,1128.42,-7.5,128.06,55.12,3.75,-10.5,53.7,34.4
-146.0,-183.59,1040.53,-5.14,135.94,62.2,6.9,-9.15,53.85,34.36
-211.43,-199.71,965.82,11.61,137.95,61.43,11.55,-10.8,53.7,34.55
-297.36,-106.45,869.14,28.04,139.53,65.69,16.05,-10.35,53.55,34.31
-474.12,-61.04,854.98,26.91,137.74,62.24,20.4,-7.2,50.55,34.5
-495.61,-21.48,824.71,13.69,117.11,48.93,23.85,-6.6,50.4,34.4
-556.15,4.88,761.23,23.52,122.99,48.27,27.9,-3.9,49.95,34.64
-651.37,-34.18,744.14,1.85,108.16,26.85,31.35,-3.15,47.4,34.64
-604.98,62.5,576.66,5.96,102.22,27.53,32.85,-3.9,46.05,34.5
-689.45,50.29,622.07,2.53,96.97,25.07,34.65,-2.85,43.65,34.5
-810.06,37.11,520.51,-1.08,89.18,17.45,39.15,-1.35,41.85,34.64
-841.31,113.77,429.2,3.8,66.15,11.14,40.65,-3.15,40.2,34.74
