time,yaw_deg
0.32936906814575195,-0.0
0.3503599166870117,-0.0
0.36435580253601074,-0.009999999999990905
0.3713390827178955,-0.009999999999990905
0.38536810874938965,-0.009999999999990905
0.3923377990722656,0.010000000000019327
0.39936089515686035,0.010000000000019327
0.41336607933044434,0.010000000000019327
0.42035508155822754,0.020000000000010232
0.4343578815460205,0.010000000000019327
0.4413108825683594,-0.0
0.46234893798828125,-0.01999999999998181
0.46932101249694824,-0.0
0.48336195945739746,-0.01999999999998181
0.49033689498901367,-0.030000000000001137
0.5046389102935791,-0.0
0.5113201141357422,0.010000000000019327
0.5323529243469238,-0.009999999999990905
0.539320707321167,-0.009999999999990905
0.553339958190918,-0.009999999999990905
0.5603430271148682,-0.009999999999990905
0.5743408203125,0.010000000000019327
0.5813338756561279,-0.0
0.60235595703125,-0.009999999999990905
0.6093509197235107,-0.009999999999990905
0.6233549118041992,-0.01999999999998181
0.6303539276123047,-0.03999999999999204
0.6443619728088379,-0.06999999999999318
0.651339054107666,-0.06999999999999318
0.6723520755767822,-0.09000000000000341
0.6795699596405029,-0.07999999999998408
0.693324089050293,-0.09000000000000341
0.7003331184387207,-0.09000000000000341
0.7143518924713135,-0.11999999999997613
0.7213339805603027,-0.11999999999997613
0.7353537082672119,-0.09999999999999432
0.7423558235168457,-0.07999999999998408
0.7493579387664795,-0.06999999999999318
0.7633421421051025,-0.06999999999999318
0.7703328132629395,-0.060000000000002274
0.7843389511108398,-0.03999999999999204
0.7913169860839844,-0.03999999999999204
0.8123569488525391,-0.009999999999990905
0.8193349838256836,-0.0
0.8333399295806885,0.020000000000010232
0.8403298854827881,0.040000000000020464
0.8543589115142822,0.05000000000001137
0.8613519668579102,0.05000000000001137
0.8823187351226807,0.0700000000000216
0.8893430233001709,0.0700000000000216
0.9033489227294922,0.09000000000000341
0.9103589057922363,0.10000000000002274
0.9243340492248535,0.13000000000002387
0.9313478469848633,0.15000000000000568
0.9523530006408691,0.1599999999999966
0.9593648910522461,0.1599999999999966
0.973358154296875,0.15000000000000568
0.9803268909454346,0.15000000000000568
0.9943680763244629,0.14000000000001478
1.0013208389282227,0.15000000000000568
1.0223588943481445,0.15000000000000568
1.0293629169464111,0.15000000000000568
1.0433638095855713,0.13000000000002387
1.050325870513916,0.12000000000000455
1.064335823059082,0.11000000000001364
1.0713469982147217,0.11000000000001364
1.085331916809082,0.09000000000000341
1.0923137664794922,0.09000000000000341
1.0993218421936035,0.0800000000000125
1.1133239269256592,0.060000000000002274
1.1343238353729248,0.05000000000001137
1.1413378715515137,0.030000000000001137
1.1623260974884033,0.030000000000001137
1.1692848205566406,0.040000000000020464
1.1833148002624512,0.030000000000001137
1.1902999877929688,0.010000000000019327
1.2043309211730957,-0.009999999999990905
1.2113358974456787,-0.01999999999998181
1.232313871383667,-0.0
1.2393238544464111,0.020000000000010232
1.253335952758789,0.040000000000020464
1.2603378295898438,0.05000000000001137
1.2742938995361328,0.020000000000010232
1.2812988758087158,0.020000000000010232
1.3023319244384766,0.010000000000019327
1.3093359470367432,-0.0
1.3233449459075928,-0.04999999999998295
1.3303229808807373,-0.060000000000002274
1.344344139099121,-0.07999999999998408
1.351322889328003,-0.09000000000000341
1.372323751449585,-0.1799999999999784
1.3793118000030518,-0.21999999999999886
1.4003279209136963,-0.3499999999999943
1.4073247909545898,-0.4199999999999875
1.414322853088379,-0.47999999999998977
1.4212977886199951,-0.5799999999999841
1.4353530406951904,-0.7800000000000011
1.442300796508789,-0.8999999999999773
1.4493489265441895,-1.0199999999999818
1.4633409976959229,-1.25
1.4773340225219727,-1.5199999999999818
1.4843058586120605,-1.6899999999999977
1.4913089275360107,-1.8499999999999943
1.5123300552368164,-2.369999999999976
1.5193328857421875,-2.549999999999983
1.5333540439605713,-2.9799999999999898
1.540302038192749,-3.2299999999999898
1.554337978363037,-3.7399999999999807
1.5613338947296143,-3.9799999999999898
1.5823309421539307,-4.840000000000003
1.5892999172210693,-5.139999999999986
1.6033389568328857,-5.739999999999981
1.6103050708770752,-6.060000000000002
1.624302864074707,-6.719999999999999
1.6313159465789795,-7.039999999999992
1.6523137092590332,-8.0
1.6592991352081299,-8.319999999999993
1.6733460426330566,-9.009999999999991
1.6803219318389893,-9.359999999999985
1.6943340301513672,-10.049999999999983
1.7013330459594727,-10.399999999999977
1.7223470211029053,-11.5
1.7293338775634766,-11.869999999999976
1.7503340244293213,-13.030000000000001
1.757328748703003,-13.409999999999997
1.764307975769043,-13.789999999999992
1.7713439464569092,-14.159999999999997
1.7853360176086426,-14.889999999999986
1.7923147678375244,-15.269999999999982
1.799325942993164,-15.639999999999986
1.8133318424224854,-16.369999999999976
1.8203189373016357,-16.75999999999999
1.834333896636963,-17.50999999999999
1.8413150310516357,-17.889999999999986
1.8623499870300293,-19.039999999999992
1.8693230152130127,-19.409999999999997
1.8833248615264893,-20.169999999999987
1.8903107643127441,-20.549999999999983
1.9043300151824951,-21.299999999999983
1.911336898803711,-21.689999999999998
1.9323179721832275,-22.909999999999997
1.9393179416656494,-23.299999999999983
1.9533460140228271,-24.090000000000003
1.9603419303894043,-24.47999999999999
1.9743297100067139,-25.269999999999982
1.9813299179077148,-25.67999999999998
2.0023181438446045,-26.899999999999977
2.0093488693237305,-27.319999999999993
2.0233469009399414,-28.169999999999987
2.0303218364715576,-28.590000000000003
2.044346809387207,-29.439999999999998
2.051316022872925,-29.859999999999985
2.0723299980163574,-31.129999999999995
2.0793447494506836,-31.560000000000002
2.1003339290618896,-32.859999999999985
2.107358932495117,-33.31999999999999
2.1143009662628174,-33.78
2.121335029602051,-34.22999999999999
2.135329008102417,-35.129999999999995
2.142371892929077,-35.579999999999984
2.149296760559082,-36.03
2.1633410453796387,-36.91
2.170330762863159,-37.349999999999994
2.184333086013794,-38.16999999999999
2.1913349628448486,-38.619999999999976
2.2123568058013916,-39.94999999999999
2.219327926635742,-40.39999999999998
2.2333130836486816,-41.29999999999998
2.24029278755188,-41.75999999999999
2.254321813583374,-42.64999999999998
2.2613067626953125,-43.09
2.2823071479797363,-44.47
2.2893030643463135,-44.91
2.303313970565796,-45.81
2.3103020191192627,-46.25
2.3243329524993896,-47.16999999999999
2.331312894821167,-47.66
2.3523268699645996,-49.00999999999996
2.3593311309814453,-49.599999999999994
2.3733277320861816,-50.47999999999999
2.3803210258483887,-50.91
2.3943350315093994,-51.75999999999996
2.4013309478759766,-52.18999999999997
2.422330856323242,-53.42999999999998
2.4293370246887207,-53.849999999999994
2.450331926345825,-55.18999999999997
2.457334041595459,-55.59
2.464294910430908,-55.97
2.4713058471679688,-56.33000000000001
2.4853320121765137,-57.08000000000001
2.4923367500305176,-57.41
2.4992928504943848,-57.78
2.5133349895477295,-58.78
2.5203299522399902,-59.20000000000002
2.5343480110168457,-59.87999999999997
2.541322946548462,-60.18999999999997
2.56233286857605,-61.42999999999998
2.569328784942627,-61.78999999999999
2.583338975906372,-62.43999999999997
2.5903077125549316,-62.78
2.6043131351470947,-63.41999999999999
2.6113409996032715,-63.78999999999999
2.632319927215576,-64.77000000000001
2.639324903488159,-65.09
2.6533360481262207,-65.72999999999999
2.6603047847747803,-66.03
2.674320936203003,-66.6
2.6813268661499023,-66.86999999999998
2.7023088932037354,-67.83000000000001
2.7093350887298584,-68.12999999999997
2.7233757972717285,-68.68999999999997
2.730308771133423,-68.97999999999999
2.7443220615386963,-69.60999999999999
2.7513039112091064,-69.91999999999999
2.772320032119751,-70.78
2.779301881790161,-71.04999999999998
2.8003299236297607,-71.9
2.807314872741699,-72.17999999999998
2.8143208026885986,-72.43999999999997
2.821331024169922,-72.68999999999997
2.835319995880127,-73.16999999999999
2.8423140048980713,-73.30999999999997
2.8493030071258545,-73.49999999999997
2.863342761993408,-73.95000000000002
2.8843090534210205,-74.56999999999996
2.8912971019744873,-74.77000000000001
2.9123237133026123,-75.4
2.9193079471588135,-75.55999999999997
2.9333178997039795,-75.78999999999999
2.9402949810028076,-75.92999999999998
2.954303026199341,-76.34000000000003
2.961305856704712,-76.47000000000003
2.9823250770568848,-76.75999999999999
2.9893298149108887,-76.80999999999995
3.0033109188079834,-76.88999999999999
3.010329008102417,-76.93999999999994
3.0243048667907715,-77.00999999999999
3.0312998294830322,-77.01999999999998
3.052316904067993,-77.05999999999995
3.059340000152588,-77.01999999999998
3.0733230113983154,-76.92999999999995
3.0803027153015137,-76.87
3.094336986541748,-76.72000000000003
3.101325035095215,-76.62
3.122300863265991,-76.24000000000001
3.1292941570281982,-76.05999999999995
3.1503028869628906,-75.50999999999996
3.1572837829589844,-75.28
3.1642749309539795,-75.03
3.1712989807128906,-74.75999999999996
3.185318946838379,-74.16
3.1923530101776123,-73.81999999999996
3.199286937713623,-73.47
3.2133078575134277,-72.72999999999999
3.2203028202056885,-72.33000000000001
3.2343130111694336,-71.50999999999996
3.241313934326172,-71.05999999999997
