AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp_C
133.79,-7.32,1061.52,12.11,2.99,73.13,27.15,-39.9,58.5,24.87
220.7,-139.16,999.02,24.67,-0.08,57.24,26.85,-39.15,57.45,25.06
93.75,-66.41,978.03,-3.47,-4.58,-24.44,28.05,-38.55,61.2,25.2
-0.98,98.63,1064.45,-25.21,-0.32,-40.21,26.1,-42.45,63.0,25.2
-377.44,-110.35,1009.28,-1.68,11.16,-35.83,24.75,-42.75,65.1,25.2
-70.31,-48.83,952.15,-0.53,-1.74,-90.79,25.05,-45.3,66.6,25.15
-49.32,-85.45,1044.92,10.02,-5.45,-39.12,22.2,-45.0,67.95,25.25
73.73,137.21,1033.69,3.46,-1.34,-71.17,22.35,-44.1,67.35,25.39
127.93,-37.6,1139.16,-2.59,2.36,-10.41,19.95,-44.1,68.1,25.15
27.34,62.01,1000.98,39.53,-2.27,-10.76,19.5,-45.45,68.1,25.06
327.64,326.17,1093.75,60.34,-5.63,-115.05,19.35,-43.2,68.25,25.15
-3.91,109.86,1034.67,52.68,-4.45,-66.23,16.2,-42.45,70.05,25.35
83.98,200.2,1244.63,211.97,-11.48,-78.95,14.25,-39.75,71.55,25.06
-97.66,158.69,1245.61,250.13,-21.39,-52.95,13.95,-22.65,76.8,25.35
-29.79,420.9,854.98,149.2,-0.9,-15.16,12.3,-7.95,76.65,25.15
4.39,545.41,830.57,123.61,-3.05,1.49,13.05,-2.4,76.2,25.06
-6.35,601.07,836.91,54.83,-4.47,-2.6,13.2,1.95,73.35,25.2
0.49,614.26,778.32,15.08,2.76,4.8,12.0,3.9,73.05,25.15
-2.93,636.23,819.82,-2.05,3.11,4.59,13.35,4.65,72.75,25.06
-13.18,624.51,859.37,15.27,1.02,3.63,12.9,5.25,72.3,25.2
5.86,647.46,824.22,41.69,4.19,1.9,13.05,4.95,74.1,25.2
-2.44,675.29,760.25,35.08,1.95,0.77,13.5,8.1,71.85,25.25
-7.81,679.69,766.11,17.66,0.31,-0.78,12.9,8.4,71.55,25.39
-0.49,681.15,762.7,3.94,0.89,-1.0,11.85,9.9,70.8,25.06
-11.23,680.18,754.88,10.22,-0.47,1.45,13.2,11.4,71.55,25.25
-5.37,686.52,768.07,3.02,1.92,-1.68,12.6,11.55,70.65,25.15
5.37,699.22,749.51,5.1,1.21,0.57,11.25,12.3,70.05,25.25
-6.35,692.38,750.98,3.24,1.58,-0.11,12.3,10.8,70.05,25.2
-10.74,690.43,744.63,-5.38,0.78,0.4,11.25,11.55,70.35,25.25
-4.39,711.43,729.0,-45.65,-2.67,-3.69,11.1,9.15,69.15,25.35
93.26,498.05,568.36,-250.14,-25.24,-30.2,11.85,5.85,70.2,25.2
-150.39,235.35,595.21,-250.14,25.32,66.62,10.5,-18.15,71.1,25.35
4.39,96.19,1053.71,-12.51,-2.89,-7.52,11.25,-37.65,70.05,25.44
208.98,18.07,1470.7,192.78,-5.77,-40.89,11.85,-39.0,68.85,25.25
-442.38,257.81,615.23,250.13,-44.24,-108.69,9.0,-24.75,73.95,25.39
-41.5,656.25,699.71,220.53,-10.36,-11.27,10.05,11.4,71.25,25.15
49.32,789.06,582.03,-44.19,2.89,1.53,9.45,17.4,67.95,25.25
38.57,560.55,332.03,-250.14,39.58,54.25,9.0,15.75,66.0,25.06
-75.68,-42.48,1537.11,-250.14,51.66,250.13,11.25,-25.65,72.45,25.39
-55.66,-48.34,1126.95,4.99,-3.24,-11.34,10.65,-42.3,65.25,25.35
28.32,72.27,1557.62,250.13,-24.49,-141.41,9.6,-36.75,69.45,25.2
-431.64,391.6,93.26,250.13,-31.89,-40.54,7.95,-10.35,72.9,25.44
-30.27,624.02,664.06,25.27,7.88,9.99,7.95,9.6,69.75,25.25
-138.67,518.07,198.24,-250.14,68.52,84.97,8.4,7.5,69.6,25.44
564.45,141.11,756.35,21.49,5.6,6.42,12.15,-34.2,70.2,25.2
-9.77,28.32,1050.78,10.67,0.57,-4.12,10.65,-41.85,64.65,25.2
32.71,-155.27,1643.55,250.13,-32.66,-162.94,11.1,-37.2,68.4,25.39
-83.5,275.39,673.34,235.93,8.37,11.59,9.45,1.35,71.4,25.25
-11.23,657.23,708.01,6.92,12.97,11.84,10.95,7.95,69.6,25.54
-21.0,518.55,373.05,-250.14,37.85,55.75,9.3,4.05,71.25,25.39
535.16,-2000.0,1999.94,-250.14,-11.32,26.57,11.25,-8.7,71.1,25.44
34.18,21.48,1071.29,9.79,0.19,-20.26,11.55,-42.75,64.05,25.39
-5.86,-83.5,1712.89,250.13,-32.08,-173.43,11.4,-41.1,66.3,25.39
-44.43,406.25,653.81,191.55,-13.74,-20.53,9.6,-6.3,72.6,25.25
5.37,606.45,671.87,6.68,3.95,2.82,9.9,2.4,71.7,25.39
-55.66,56.64,234.86,-250.14,19.45,37.25,10.05,1.2,71.25,25.25
129.88,21.97,1041.02,10.31,0.73,-14.42,10.5,-43.5,65.1,25.39
0.49,43.46,1039.55,-4.78,2.02,-4.63,10.35,-44.85,64.95,25.44
-23.44,47.36,1030.27,-4.83,-3.85,0.18,10.35,-44.4,64.2,25.01
4.88,16.6,1033.2,-2.78,1.96,-1.38,10.35,-45.9,64.95,25.35
0.98,44.92,1047.85,-2.47,-1.33,1.4,10.2,-45.75,65.55,25.39
14.16,33.2,1045.9,-0.63,-0.43,-1.97,10.05,-45.15,64.2,25.39
-10.74,20.02,1046.39,-1.47,0.98,0.85,10.95,-45.0,64.05,25.39
8.3,34.67,1036.13,-2.42,1.05,2.6,10.65,-45.45,64.95,25.54
-2.93,20.51,1040.53,-0.28,0.92,1.19,10.05,-44.4,65.7,25.39
-16.11,20.02,1051.76,0.24,-0.88,0.89,10.65,-45.9,64.2,25.44
-3.42,34.18,1044.92,-1.52,0.76,0.98,9.3,-44.85,64.95,25.39
9.77,13.18,1044.92,-0.3,0.48,2.86,10.95,-44.55,64.5,25.35
-4.39,25.88,1052.25,0.29,-1.99,-1.45,10.95,-44.85,63.9,25.44
-6.35,21.97,1036.13,-0.62,1.89,0.18,9.45,-44.25,64.05,25.39
7.32,17.58,1041.5,-0.37,0.89,0.21,11.4,-45.9,64.65,25.35
-1.95,15.63,1042.97,2.6,0.34,12.32,10.35,-46.2,64.65,25.44
25.88,11.72,1106.45,34.51,-1.26,3.61,10.95,-45.3,64.05,25.39
-54.2,146.97,953.12,250.13,-12.55,-63.95,12.3,-73.95,66.6,25.35
-97.66,237.3,976.56,213.93,-9.47,-30.4,10.35,-26.7,73.35,25.44
-12.21,377.44,859.37,77.7,-0.21,-2.37,11.4,-16.5,73.65,25.25
-14.16,410.64,907.23,-77.2,10.74,22.44,12.45,-14.7,74.4,25.25
-21.0,298.34,985.84,-7.56,20.75,51.65,10.65,-19.35,73.65,25.2
16.6,383.3,977.54,127.4,1.24,7.11,13.2,-17.25,73.95,25.39
78.12,681.15,799.8,250.13,6.78,0.58,14.4,-6.9,73.8,25.44
-41.99,435.06,732.42,195.78,-9.26,-10.41,12.6,9.75,69.6,25.44
17.09,698.73,666.5,-19.15,-25.21,-24.04,13.35,13.35,69.6,25.2
146.48,349.61,70.8,-250.14,-65.74,-54.2,10.95,11.55,66.6,25.39
-452.15,-472.66,1274.41,96.15,-42.1,246.32,9.0,-30.3,72.3,25.39
8.79,0.98,1049.8,-4.89,1.06,2.66,10.5,-47.1,64.05,25.35
-1.95,-24.9,1066.41,-2.91,0.6,58.17,9.9,-47.1,63.0,25.39
222.66,62.01,1265.63,211.4,-2.54,-31.15,10.65,-46.2,63.6,25.59
-215.82,235.35,982.91,250.13,-45.14,-148.92,10.65,-37.2,67.8,25.44
-9.77,506.35,767.58,40.77,-9.79,-14.25,9.15,-10.8,72.45,25.39
-66.89,480.96,380.37,-250.14,19.58,43.02,10.2,-10.05,72.45,25.44
-442.38,169.43,898.93,18.21,13.21,133.97,12.15,-24.15,71.25,25.25
-328.61,-424.32,1284.18,24.63,-11.0,-9.53,9.9,-47.55,62.7,25.35
-614.26,492.19,650.88,250.13,54.73,250.13,10.65,-44.1,63.9,25.44
109.86,32.71,650.39,-250.14,250.13,250.13,16.35,-33.6,69.45,25.44
-413.09,-18.55,1221.19,29.99,29.1,160.67,23.7,-45.0,65.85,25.54
-30.76,-52.73,976.56,-58.63,21.56,66.5,26.4,-44.55,65.85,25.39
-40.53,-98.63,1054.69,2.64,-0.65,44.93,29.85,-44.85,67.35,25.54
-37.6,-81.05,1042.48,-1.48,4.47,7.64,30.6,-44.1,68.4,25.15
-21.0,4.39,1042.48,-0.47,1.54,3.5,32.25,-44.4,67.35,25.2
-36.62,-13.67,1038.57,0.64,1.7,1.23,31.05,-44.25,69.0,25.2
-42.48,0.0,1018.55,1.07,2.62,5.03,32.25,-43.35,66.3,25.15
-42.48,6.35,1030.76,0.06,1.9,3.56,31.05,-42.75,68.55,25.15
-50.29,-13.67,1039.55,0.69,0.79,1.76,31.8,-43.95,67.95,25.44
-49.32,1.46,1031.74,0.45,0.0,5.55,31.2,-44.1,66.3,25.39
-42.97,-3.42,1038.57,2.87,0.24,1.05,32.55,-44.55,66.6,25.39
-52.73,3.91,1036.13,0.11,2.98,4.66,32.7,-44.4,66.3,25.39
-34.18,-4.39,1027.83,0.85,-2.78,3.08,32.55,-43.2,67.5,25.25
-53.71,-14.16,1045.9,0.52,1.28,-2.21,31.05,-42.75,66.15,25.44
-35.64,-21.0,1040.04,0.4,-1.3,9.74,31.8,-43.95,67.2,25.15
-22.95,5.86,1041.99,1.61,-1.1,-0.49,31.65,-43.65,67.8,25.35
-43.95,-11.23,1043.95,-0.76,1.02,0.13,31.65,-44.1,66.75,25.39
-47.36,4.39,1041.02,-2.21,-1.11,6.01,32.7,-44.1,66.3,25.44
-33.69,-9.28,1038.09,-3.39,-0.65,3.98,31.8,-43.95,67.2,25.39
-46.88,-43.46,1037.11,-1.31,1.66,9.55,32.7,-44.1,67.8,25.39
-41.99,0.49,1040.53,-1.12,-3.27,0.08,32.55,-43.95,66.6,25.25
-56.64,-7.32,1029.79,0.49,-4.56,1.0,31.8,-42.0,67.2,25.25
-30.76,-9.28,1036.13,-0.08,-2.51,0.15,31.65,-43.35,67.35,25.39
-41.02,-3.42,1041.5,-0.71,-2.29,1.56,31.8,-43.2,67.5,25.15
-41.99,-28.32,1037.11,-1.6,2.16,0.84,33.0,-44.85,66.3,25.39
-48.34,-12.21,1033.2,-0.85,0.18,1.44,33.0,-42.3,68.4,25.39
-41.99,-10.25,1031.74,-0.48,-0.34,1.05,32.55,-44.25,67.95,25.25
-41.02,-12.21,1040.04,-2.24,1.52,0.04,33.3,-44.4,67.05,25.39
-24.9,4.88,1041.02,0.52,-2.53,1.82,34.8,-44.85,66.75,25.44
-45.9,-19.53,1031.74,-0.58,-0.93,0.86,32.55,-44.25,67.5,25.39
-45.9,2.44,1047.85,0.95,0.18,2.79,32.85,-45.3,68.55,25.44
-25.39,-0.49,1036.13,0.86,2.38,-0.24,33.15,-43.2,66.9,25.54
-41.02,-20.02,1041.5,-0.12,1.54,-1.19,33.75,-45.15,67.8,25.25
-44.43,7.32,1033.69,-0.47,-1.75,1.11,33.9,-45.0,66.9,25.39
-46.88,-6.84,1033.2,-0.62,-2.14,-0.08,32.25,-44.4,67.05,25.59
-47.85,-12.21,1035.64,-2.16,1.92,-1.14,33.6,-45.0,66.6,25.39
-43.95,-0.98,1032.71,-0.02,-3.72,-1.76,32.7,-43.65,67.05,25.39
-37.11,-5.86,1026.86,-0.02,0.89,-1.24,33.15,-42.0,66.6,25.44
-46.39,-3.91,1032.23,1.44,-3.11,0.34,32.7,-44.1,67.05,25.39
-51.27,-6.35,1043.46,1.04,-0.82,-0.89,32.7,-45.15,68.1,25.25
-37.6,-18.07,1028.81,0.21,-0.77,-1.2,32.25,-42.6,66.75,25.15
-41.99,-10.25,1022.95,0.21,-3.17,-0.83,34.2,-44.55,66.9,25.25
-38.57,0.0,1036.13,-0.79,0.71,-0.07,33.0,-44.1,66.0,25.39
-31.74,-2.44,1039.06,1.95,0.87,0.79,32.1,-43.2,67.2,25.39
-43.95,4.88,1040.53,-0.21,1.06,2.54,32.25,-44.85,67.8,25.25
-46.88,-13.67,1032.23,-0.4,2.53,-0.53,32.1,-43.2,67.2,25.2
-33.69,-12.21,1036.13,-0.15,0.88,1.67,33.6,-43.5,68.55,25.44
-38.57,-1.46,1037.6,0.15,-1.21,0.78,33.6,-42.45,68.55,25.01
-52.25,-11.23,1031.25,0.47,-0.1,3.1,32.7,-44.1,67.35,25.44
-37.11,1.95,1031.25,-0.72,-0.24,2.46,32.7,-43.65,67.8,25.39
-40.04,-8.79,1038.57,0.76,0.41,1.61,32.7,-45.45,67.8,25.25
-36.62,-15.14,1030.76,0.25,0.97,-0.35,34.05,-43.65,67.05,25.35
-39.55,1.95,1043.46,-2.32,-1.44,-1.04,32.55,-44.25,67.5,25.39
-47.36,-7.81,1037.6,0.09,-0.73,2.47,31.8,-45.0,67.5,25.25
-33.69,-24.9,1030.27,-0.25,1.75,4.08,33.75,-41.85,68.1,25.2
-31.74,11.72,1034.18,-1.63,0.82,1.8,32.1,-44.55,67.2,25.15
-41.02,-11.72,1040.53,0.17,2.35,0.42,32.1,-43.95,67.5,25.39
-39.55,-6.84,1035.16,0.48,-0.29,1.47,31.95,-44.1,67.05,25.44
-43.46,-14.65,1024.9,-0.5,0.92,2.97,32.55,-42.45,66.9,25.44
-47.85,-27.34,1027.83,1.18,-0.15,0.68,32.85,-42.45,65.85,25.44
-47.36,-7.81,1035.64,-0.98,-0.79,-0.21,33.15,-44.55,68.25,25.39
-38.09,1.46,1036.13,-0.56,-0.32,-1.4,33.9,-42.75,67.2,25.54
-37.11,-7.32,1042.48,-0.72,-1.4,2.8,32.55,-44.25,67.95,25.44
