AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp_C
-686.52,77.15,628.42,-2.27,108.76,10.47,29.55,0.45,47.55,34.69
-721.68,-27.34,625.49,9.44,109.27,2.82,33.3,-0.9,44.55,34.5
-834.47,140.14,515.14,-6.05,91.34,8.47,34.5,-0.15,43.5,34.74
-763.67,42.97,534.67,4.02,80.63,-7.47,38.1,-1.05,41.25,34.83
-820.8,62.99,509.28,16.69,66.81,-2.6,41.55,-0.9,39.6,34.74
-853.52,32.71,536.13,4.61,58.86,-6.36,41.55,0.45,37.5,34.69
-848.63,-21.48,533.69,17.42,59.37,-4.13,43.8,1.05,36.3,34.93
-965.33,37.11,388.18,3.89,55.99,2.47,43.95,0.45,37.2,34.93
-931.64,39.06,313.96,-3.05,50.05,4.76,44.85,0.3,32.85,34.69
-916.99,44.92,350.59,18.4,49.66,4.93,47.55,1.5,32.7,34.69
-900.39,58.11,267.58,7.02,32.98,6.02,48.9,1.2,32.4,34.74
-902.83,139.16,227.54,-10.32,23.77,6.36,49.05,1.8,30.15,34.83
-909.67,149.41,156.25,-14.89,4.7,2.08,49.35,1.2,31.35,34.83
-933.11,63.48,135.74,-11.4,-15.44,4.65,49.35,0.45,29.55,34.64
-957.03,97.17,182.13,-10.04,-36.05,7.66,48.45,1.05,32.25,34.83
-914.55,75.2,279.3,-0.75,-45.88,5.61,47.7,1.05,31.5,34.74
-896.0,54.69,325.68,15.85,-52.01,3.71,46.8,1.2,33.3,34.69
-892.09,91.31,325.2,-7.14,-73.54,7.37,45.3,0.6,33.6,34.69
-827.64,102.54,416.5,-5.37,-72.37,2.28,44.55,0.0,35.25,34.93
-865.23,146.48,396.48,-10.4,-97.26,2.99,43.35,0.9,37.5,35.22
-872.56,99.12,551.76,-6.0,-99.06,-17.79,39.9,1.35,39.45,35.03
-684.08,163.09,685.55,3.27,-116.56,-15.27,37.8,2.1,41.55,34.74
-647.46,82.52,712.89,-21.58,-116.42,-11.95,34.2,1.05,44.4,34.93
-566.41,-41.02,880.86,-8.22,-88.08,-16.92,31.2,-0.45,44.85,34.83
-627.93,17.58,793.95,5.37,-92.1,-1.68,28.95,0.0,46.05,34.83
-655.76,64.94,795.41,1.97,-85.73,-4.86,24.9,-0.15,48.6,34.83
-513.18,66.89,900.39,-3.88,-91.64,-5.59,23.4,-1.5,48.6,35.07
-474.61,-6.35,924.32,-10.6,-91.27,-4.16,19.05,-0.3,49.95,35.07
-469.73,78.12,844.73,6.1,-91.18,-7.56,18.0,-0.3,48.9,34.83
-300.78,48.83,958.5,-15.4,-92.47,-8.4,17.25,1.8,52.35,34.74
-302.73,6.84,1020.02,4.2,-77.76,-26.11,14.4,-0.3,50.85,35.07
-324.71,72.75,945.31,23.06,-81.77,-15.08,10.5,1.35,51.9,35.17
-166.5,44.92,980.96,12.26,-94.38,-20.9,6.45,1.5,50.7,34.93
-184.08,-12.7,1011.23,11.51,-85.95,-20.01,5.25,1.35,49.5,35.07
-179.2,24.9,1002.44,21.5,-90.38,-16.57,2.55,3.45,49.35,34.93
-156.74,125.0,1086.91,-11.73,-84.69,-11.45,0.15,4.05,50.4,34.74
0.0,-3.91,1103.52,-4.37,-80.54,-12.47,-1.8,4.05,48.0,34.88
91.31,-30.76,1156.25,-7.89,-64.52,-6.95,-4.05,4.05,49.05,34.83
10.25,9.28,1072.27,8.64,-43.45,-2.88,-5.55,4.65,48.9,34.83
84.96,49.32,1042.48,7.19,-47.21,-3.86,-7.65,3.75,48.0,34.93
136.72,56.15,1075.2,8.39,-41.95,3.63,-9.3,4.5,48.3,35.07
48.34,25.39,1041.5,3.56,-32.65,-0.34,-10.05,5.85,46.95,34.74
97.66,86.91,1015.62,11.04,-44.94,-2.93,-9.6,5.25,47.55,35.07
198.73,82.03,1024.41,4.52,-39.99,-0.37,-11.25,6.45,46.8,34.83
147.46,41.5,1026.86,4.3,-30.95,-0.35,-10.2,6.9,44.4,34.83
215.33,95.7,1046.88,0.43,-25.4,-4.74,-13.5,5.85,44.1,34.74
210.45,96.68,1050.29,-7.41,-22.79,-2.15,-15.3,6.3,45.15,34.64
220.21,56.64,1037.11,-8.04,-23.31,-2.73,-14.25,6.3,44.55,34.64
249.02,51.27,1058.59,-5.55,-10.9,1.83,-15.45,7.2,43.95,34.93
243.16,54.69,1074.71,-5.27,-4.38,0.74,-14.4,4.35,44.7,34.64
233.4,45.9,1057.13,-4.45,-1.15,-0.43,-15.15,5.7,46.05,34.64
223.14,42.97,1042.97,-3.46,7.86,-0.66,-15.9,5.4,45.0,34.69
198.73,33.69,1002.44,-0.75,9.92,0.64,-13.95,4.05,44.55,34.74
211.91,42.48,979.98,3.82,3.53,-1.15,-14.25,5.85,45.15,35.07
206.54,50.78,968.75,-3.32,3.62,0.31,-15.15,6.9,46.05,34.88
184.08,35.16,962.89,0.28,-0.1,-1.62,-15.6,5.55,45.6,34.93
195.8,36.13,992.68,1.74,-4.22,-2.18,-14.1,4.35,45.75,34.74
216.31,54.2,1001.46,-0.98,-5.77,1.42,-15.0,7.05,45.15,34.83
207.52,45.9,1011.72,-0.31,-1.81,-1.67,-14.55,4.8,45.6,34.88
213.87,56.15,1013.67,-1.99,-3.24,-2.55,-14.85,6.45,46.8,34.93
206.54,23.93,1000.98,-1.02,0.09,0.16,-13.8,6.15,45.0,34.74
229.49,32.71,1020.51,1.53,0.5,4.23,-14.85,6.45,44.7,34.55
207.52,43.95,993.16,2.92,1.67,2.37,-16.2,5.7,47.4,34.64
229.98,76.66,1011.23,2.5,-1.02,0.15,-14.55,4.8,45.6,34.64
224.12,43.95,1018.55,-0.32,1.23,2.06,-15.0,4.8,45.15,34.69
201.66,56.64,1010.74,-2.19,-0.45,-0.9,-13.95,5.85,44.85,34.64
192.87,55.66,1026.37,-1.66,4.86,-0.02,-14.4,7.5,45.75,35.03
216.31,42.97,1020.51,-5.47,6.37,1.07,-15.9,5.4,46.35,34.93
168.95,25.88,1027.83,-4.57,8.74,-1.64,-15.6,5.55,46.2,34.74
199.22,56.15,1006.84,-1.6,7.9,0.73,-14.85,3.9,46.05,34.69
217.77,32.71,1041.99,-5.7,15.36,0.94,-14.4,5.4,47.1,34.83
176.76,16.6,1055.66,-6.16,21.73,5.34,-12.3,6.45,45.75,34.93
146.97,32.23,1067.38,-6.23,25.21,4.67,-14.4,5.4,47.1,34.93
183.59,31.25,1095.21,-7.49,29.65,3.69,-12.3,3.15,46.35,35.03
194.34,37.11,1097.17,-10.13,38.65,2.94,-11.85,3.45,47.25,34.83
157.71,-3.91,1104.98,-6.57,53.69,3.58,-10.05,4.5,48.3,34.74
100.1,-8.79,1081.54,-8.32,65.9,5.69,-8.7,5.4,47.85,34.69
73.73,-22.46,1081.05,-6.23,68.93,8.53,-6.6,1.8,50.25,34.83
25.88,-29.3,1066.41,-4.57,79.11,11.04,-5.25,2.85,49.95,34.69
-66.41,-50.29,1046.39,0.05,86.61,15.71,-2.1,0.6,50.55,35.07
-71.78,16.6,1106.45,1.08,87.26,17.9,1.2,0.45,51.15,34.83
-150.88,-41.02,1044.92,5.52,102.4,22.16,2.1,1.35,52.35,34.74
-266.11,44.92,1021.97,-6.17,94.85,20.03,5.1,0.15,50.7,35.07
-231.45,-4.39,1057.62,2.43,105.06,13.24,7.5,-0.45,51.75,34.64
-334.47,88.38,981.93,-1.95,111.22,16.83,13.05,0.3,52.65,34.83
-359.86,38.57,943.36,4.55,111.36,9.37,14.25,-0.15,51.15,35.07
-431.64,38.09,888.18,2.72,111.92,10.8,19.2,0.45,50.4,34.83
-505.86,17.09,871.58,21.32,120.53,9.09,23.1,-1.2,48.0,34.83
-613.28,79.59,721.19,16.02,118.66,7.78,24.75,1.8,47.1,34.69
-662.11,83.5,732.42,17.66,102.47,-1.66,28.95,3.15,47.1,34.74
-735.84,101.56,646.97,9.25,98.48,-0.61,33.6,1.35,43.95,34.93
-756.84,94.73,664.06,6.0,82.87,-2.18,36.75,2.1,43.65,34.64
-782.71,25.39,652.83,12.18,88.66,-3.22,36.0,2.1,41.85,35.27
-827.15,39.06,479.0,18.81,75.08,-5.58,38.25,0.15,40.05,34.74
-793.95,16.6,550.78,36.08,77.34,-6.75,40.65,1.35,39.15,34.69
-824.71,39.06,370.12,38.08,71.54,-4.97,43.35,3.45,36.45,34.64
-887.21,46.88,331.05,30.56,53.02,0.6,45.6,2.1,35.7,34.64
-892.09,94.73,282.71,30.67,45.05,-0.3,46.05,3.0,35.1,34.83
-887.21,22.46,331.54,39.5,35.26,-2.69,47.1,3.45,31.95,35.07
-978.03,83.5,249.02,51.89,24.36,-4.28,47.85,3.75,32.7,34.74
-872.07,202.64,163.09,23.94,7.12,-2.34,48.6,5.25,30.3,34.88
-891.11,241.21,229.49,9.99,-13.98,-8.82,47.7,4.95,30.15,34.93
-886.23,118.16,323.73,26.47,-19.08,-7.91,46.35,5.7,29.4,34.83
-891.6,188.96,204.59,44.19,-33.92,-5.8,46.65,6.9,29.7,35.07
-948.73,286.13,384.28,47.27,-46.46,-20.05,46.35,6.15,30.75,34.93
-931.15,272.95,462.4,42.06,-52.09,-33.04,46.5,6.6,30.9,34.64
-845.7,298.34,459.96,40.73,-70.99,-46.89,46.8,6.6,31.35,34.93
-736.82,141.11,495.61,52.92,-65.69,-51.6,43.5,6.9,32.55,35.17
-784.67,156.25,466.8,50.63,-82.47,-43.71,42.75,6.9,34.2,34.83
-713.87,95.21,528.32,43.53,-77.77,-48.45,41.85,6.3,34.8,35.03
-804.2,126.95,472.66,22.39,-101.74,-47.34,40.2,6.15,36.0,34.74
-743.16,29.79,705.08,23.68,-111.3,-52.24,40.8,6.3,38.25,34.83
-754.39,-4.39,669.43,-1.15,-100.78,-57.04,36.6,5.25,40.35,34.83
-608.4,47.85,676.27,-0.56,-123.38,-52.93,33.9,3.15,40.2,34.74
-487.3,-115.23,914.06,-22.63,-109.47,-52.98,30.9,4.5,42.75,35.07
-663.09,-94.24,850.1,14.55,-91.79,-51.44,29.55,1.2,45.15,34.83
-369.14,-20.02,812.5,28.85,-122.82,-47.28,27.6,1.8,44.7,34.83
-309.08,-29.3,1070.31,6.41,-100.02,-49.97,25.2,1.2,44.85,34.69
-441.41,30.76,939.94,24.86,-88.46,-54.64,22.8,0.9,46.2,34.83
-401.37,100.1,966.8,9.18,-107.66,-61.86,23.25,1.8,47.4,34.88
-94.24,58.11,1013.18,9.94,-121.5,-75.78,17.85,0.9,48.3,34.74
-71.78,85.94,981.45,2.62,-103.72,-83.24,14.55,-0.45,48.6,34.93
-26.86,-19.53,1049.32,-8.9,-90.09,-83.85,12.45,-0.15,47.55,34.93
120.61,-116.7,1095.21,-7.15,-79.95,-84.66,9.0,-0.45,46.95,34.69
9.28,-270.02,1025.39,9.57,-77.46,-70.63,7.95,-2.7,48.0,35.07
50.78,-189.94,1039.06,8.44,-85.47,-48.95,5.1,-1.95,48.6,34.93
146.97,-208.98,1124.51,-21.32,-67.34,-39.26,4.35,-3.45,49.65,34.83
243.65,-154.79,1125.98,-28.14,-50.17,-31.21,2.7,-2.85,48.9,35.07
229.98,-255.37,1178.71,-21.01,-39.61,-29.47,0.15,-2.7,50.1,34.74
218.75,-172.36,1110.35,-8.22,-26.82,-25.02,-0.75,-4.5,50.4,34.83
123.05,-128.91,1041.99,-13.46,-22.76,-25.61,-2.55,-4.05,48.6,35.03
234.86,-139.16,985.35,-2.72,-28.64,-24.13,-0.6,-3.15,50.55,34.93
203.12,-47.36,941.89,-2.22,-28.71,-25.87,-2.55,-3.75,50.4,34.93
157.71,-102.54,910.16,6.05,-32.35,-26.91,-4.5,-4.95,50.25,34.93
244.63,-59.08,936.04,2.18,-28.41,-32.18,-5.4,-2.7,49.05,34.69
349.61,-212.4,1049.8,4.93,-65.73,-25.25,-7.05,-2.85,48.15,35.07
323.73,4.88,1111.82,-22.66,-25.67,-15.81,-7.65,-3.9,48.15,35.17
286.62,-199.71,1108.4,-0.09,-21.26,-20.24,-8.1,-2.85,47.4,34.93
318.36,-189.94,980.47,11.15,-8.36,-17.33,-8.4,-3.9,46.8,35.07
308.59,-199.71,938.48,11.45,-3.69,1.27,-9.15,-3.15,47.4,34.74
335.94,-243.16,998.54,9.14,-7.66,12.14,-9.15,-2.85,47.85,34.74
366.7,-144.04,1056.64,16.66,-4.35,11.06,-8.7,-2.1,48.45,34.64
366.21,19.04,1062.99,0.2,9.84,13.18,-9.3,-1.5,47.25,35.03
385.74,-57.62,1044.43,-16.99,23.72,26.44,-9.0,-2.25,48.0,34.88
376.46,-248.05,1095.7,-4.72,35.11,34.24,-8.7,-3.9,48.15,34.93
382.81,-298.83,1132.81,-10.58,54.47,60.61,-6.6,-2.4,49.2,34.88
343.75,-202.15,1133.79,-9.78,77.23,66.63,-5.4,-4.5,49.05,35.07
321.78,-187.5,1078.61,-33.29,81.24,87.53,-2.4,-4.95,50.25,34.93
199.22,-272.95,1121.58,-36.07,104.51,90.37,0.0,-6.45,49.2,35.03
240.23,-149.9,1035.16,-19.2,112.11,95.05,2.7,-7.2,50.85,35.07
72.27,-234.86,1052.25,-26.43,121.69,93.42,7.5,-8.85,51.75,34.93
-21.0,-244.14,994.14,-4.47,129.37,95.13,11.85,-8.1,52.2,34.64
-96.19,-171.87,943.85,-18.7,124.68,105.05,13.8,-6.9,50.85,34.69
-379.88,-190.43,889.65,-25.59,127.92,93.63,16.8,-5.85,50.1,34.93
-229.98,-134.28,877.44,-13.58,99.46,94.27,20.85,-5.4,47.4,35.07
-420.41,-127.93,858.89,-30.92,101.05,96.28,23.1,-5.55,48.6,35.03
-486.33,-143.55,778.32,-16.19,108.1,94.62,27.0,-5.55,46.65,35.07
-509.28,-46.39,815.92,-8.92,95.89,78.29,28.2,-5.7,46.8,34.74
-516.11,2.44,804.2,7.38,99.46,70.97,30.9,-4.05,45.15,34.83
-590.33,25.88,790.53,-9.74,98.11,62.02,34.05,-1.5,44.1,35.07
-723.14,21.97,726.07,-44.8,93.84,55.34,36.75,-1.05,41.85,34.88
-703.12,-16.11,616.21,-12.89,79.98,42.32,37.95,-0.9,41.4,34.64
-786.62,-3.42,576.17,-17.99,77.85,43.77,39.6,-1.05,39.15,34.93
-885.74,-54.69,562.01,-9.59,77.07,38.38,40.95,-0.6,38.85,34.74
-804.69,40.04,556.15,-22.36,62.49,32.92,44.1,0.3,34.95,34.88
-919.92,25.88,555.18,-25.06,70.14,30.95,43.95,-0.9,35.1,34.93
-807.13,-63.96,495.12,-21.76,58.32,30.81,46.05,-0.15,32.7,34.93
-940.43,24.9,324.22,-31.5,52.5,23.6,47.1,1.2,31.95,34.74
-879.88,90.82,326.66,-30.0,31.98,28.24,47.4,0.6,30.45,34.93
-816.41,18.07,392.58,-42.23,31.33,29.12,48.45,1.35,31.8,35.07
-929.69,56.15,286.13,-40.62,23.09,26.51,49.8,0.3,30.75,34.74
-893.07,104.49,213.87,-41.79,9.44,22.13,48.0,0.3,31.2,35.07
-969.73,81.05,351.07,-42.26,-0.26,22.05,47.55,0.45,32.4,34.93
-917.48,3.42,290.53,-34.42,-10.54,18.56,49.5,1.05,32.85,34.93
-929.69,8.3,384.77,-12.19,-11.18,20.59,48.6,-0.15,32.4,34.74
-916.5,64.45,364.26,-15.2,-7.5,17.42,49.05,0.3,33.3,34.93
-938.48,139.65,293.46,-32.84,-33.02,16.53,47.1,0.45,33.45,35.03
-898.93,-8.3,394.04,-27.53,-24.66,14.31,46.65,-1.05,34.65,35.03
-845.7,78.61,268.07,-24.27,-53.36,21.88,46.35,-0.3,34.65,34.93
-859.37,22.46,454.59,-15.98,-46.52,16.12,45.75,-0.45,35.85,34.74
-958.5,107.42,376.95,-19.87,-62.61,12.4,43.8,0.3,37.8,34.64
-828.12,133.3,437.99,-29.32,-82.51,6.85,42.9,-0.45,37.2,35.07
-834.47,1.46,598.63,-10.67,-80.71,2.98,39.45,-0.9,39.6,35.07
-759.28,64.45,459.96,-7.83,-96.27,-0.66,39.6,0.0,42.9,35.07
-684.08,86.43,696.78,9.12,-94.47,-9.28,36.45,-0.6,44.4,34.93
-669.92,80.08,732.42,1.34,-103.82,-9.66,33.0,-2.7,45.9,34.55
-652.34,78.61,745.61,14.66,-109.98,-19.82,28.95,-1.8,46.35,34.69
-567.38,129.88,836.43,13.64,-117.73,-17.14,26.25,0.15,49.05,34.93
-464.36,58.59,806.15,-4.41,-120.49,-19.28,23.25,-1.05,49.5,34.74
-355.96,11.23,955.08,3.61,-111.18,-10.86,19.5,-0.9,51.15,34.83
-306.15,-10.74,1025.88,1.17,-106.53,-12.68,16.2,0.0,51.3,35.07
-364.26,23.44,985.84,15.67,-92.21,-10.57,12.15,-0.9,51.15,34.83
-286.62,46.39,1005.86,3.28,-107.92,-5.21,9.6,-0.15,52.5,34.69
-187.5,12.21,1048.83,-4.66,-89.19,-11.14,7.05,0.0,50.55,34.93
-122.07,8.79,1045.41,5.44,-88.93,-9.62,3.3,0.45,52.5,35.07
-73.24,7.81,1057.62,-10.01,-75.51,-6.55,1.2,-0.45,51.15,35.03
-95.7,-49.32,1049.32,0.16,-80.14,0.11,-1.5,0.9,52.8,35.03
43.95,12.7,1034.18,-1.24,-76.98,3.69,-4.2,0.0,50.25,34.93
13.67,9.77,1109.38,3.62,-59.49,-0.05,-6.15,-0.45,49.65,34.93
-1.46,116.7,1034.67,2.19,-61.04,-18.89,-9.0,-1.5,50.4,34.64
80.57,21.97,1069.34,-6.34,-61.15,-8.0,-9.6,1.2,48.6,34.83
174.32,13.67,1046.39,3.06,-63.4,-12.06,-11.1,1.5,48.0,35.07
257.32,24.9,1035.64,-4.14,-51.71,-0.36,-14.4,1.35,47.4,35.07
81.05,-62.99,954.59,2.44,-56.9,-3.16,-16.05,1.2,46.65,34.83
281.25,16.6,1029.3,-0.07,-43.91,6.17,-15.45,0.6,46.8,34.93
298.34,34.67,1062.99,0.0,-37.76,7.73,-16.5,0.3,45.3,34.74
237.3,65.43,1150.88,-2.12,-23.72,5.6,-18.9,-0.15,44.1,34.64
274.9,90.33,1183.11,-5.64,-12.03,-3.52,-18.3,-0.3,44.4,35.07
319.34,79.1,1166.02,-7.27,3.96,-10.33,-20.1,-0.6,45.0,35.03
315.43,34.67,1176.27,-18.73,23.99,-12.79,-18.9,0.15,43.05,35.07
330.57,-22.46,1152.83,-15.16,42.73,-5.3,-18.0,0.3,44.7,35.03
298.83,-57.62,1204.1,-20.64,67.93,0.76,-17.25,-1.05,46.35,35.07
267.09,-95.21,1199.22,-8.82,88.82,1.8,-13.05,-1.35,47.1,34.93
207.03,-71.78,1102.54,-13.89,119.07,24.46,-11.25,-0.6,49.2,34.69
64.45,-48.83,1113.28,-7.07,133.99,20.01,-7.35,-2.1,50.25,35.03
-15.14,-72.75,1052.25,-13.6,136.92,26.99,-3.45,-2.1,51.9,34.88
-87.89,-45.41,1034.18,-8.37,132.63,26.59,0.75,-4.05,53.55,34.64
-153.32,-44.43,994.63,-11.51,130.77,23.72,3.45,-3.6,53.4,35.17
-232.91,-39.55,947.27,-0.69,131.63,32.8,7.5,-4.8,54.15,34.83
-296.39,-7.32,938.96,1.91,136.16,28.68,13.8,-5.7,53.7,34.83
-415.04,14.65,866.7,13.82,138.38,13.23,16.35,-4.05,52.5,34.83
-513.67,30.76,815.92,11.9,128.39,16.94,20.7,-3.45,51.45,34.88
-489.75,-36.62,775.88,23.45,118.23,6.98,24.3,-2.4,48.45,34.93
-627.44,61.04,702.15,-1.8,117.61,12.67,26.7,-3.45,49.05,35.03
-629.88,30.76,652.34,14.48,116.0,6.87,31.2,-3.0,45.9,34.64
-793.46,78.12,590.82,-1.34,94.58,9.21,33.75,-0.9,45.15,35.17
-854.0,66.89,475.1,0.89,90.1,11.73,36.9,-2.7,43.05,34.93
-896.97,67.38,458.01,13.7,73.71,-2.69,38.25,-1.5,42.0,35.07
-869.14,61.04,529.3,24.83,72.82,-3.82,41.85,0.45,38.55,34.64
-866.7,72.27,450.2,1.4,59.11,-3.11,44.4,-2.25,37.5,34.93
-875.0,-1.95,488.28,12.6,60.18,-2.46,45.3,-1.35,36.3,34.74
-939.94,74.22,379.88,-7.44,53.79,-1.44,44.4,-0.45,36.15,34.83
-872.07,40.53,369.63,5.77,44.03,0.6,45.9,-0.3,35.25,34.74
-875.49,-22.95,509.77,5.85,60.6,3.11,48.0,-0.6,34.2,34.93
-971.19,99.61,252.93,-20.31,38.11,5.13,48.45,0.0,30.75,34.74
-917.48,63.48,187.01,-1.89,34.66,3.28,49.95,0.15,30.6,34.69
-921.87,-29.3,227.54,10.3,25.04,0.32,49.65,-0.45,30.6,34.74
-901.86,87.4,139.16,0.63,9.65,7.6,51.45,-0.45,28.5,35.07
-905.76,122.56,149.9,-1.75,-8.25,4.51,49.8,0.6,29.4,35.07
-912.11,88.38,241.7,-17.33,-24.53,6.44,49.5,-0.3,30.15,34.83
-970.21,51.27,204.59,-17.84,-34.06,4.97,49.8,-0.3,31.2,35.22
-897.46,108.89,209.96,-6.66,-44.39,2.68,49.8,-0.3,30.75,35.07
-929.2,80.57,331.05,12.29,-57.98,3.54,48.0,1.35,32.55,35.03
-848.63,132.81,258.79,1.77,-73.34,5.97,47.1,1.2,34.5,34.74
-909.67,117.68,323.73,7.34,-79.54,3.44,45.45,-0.45,35.85,34.88
-766.11,102.05,428.22,-10.14,-100.21,6.06,42.15,0.15,38.55,35.03
-798.83,7.32,567.38,2.63,-86.79,0.74,38.85,-0.3,39.75,34.69
-917.48,116.21,495.12,4.24,-104.9,1.17,36.6,-0.15,41.4,34.69
-712.4,80.08,678.22,-7.74,-118.34,-10.17,36.6,0.45,43.05,35.03
-760.25,56.15,750.49,-1.16,-116.72,-14.98,32.25,-0.45,46.65,34.93
-582.52,68.85,785.64,-4.06,-120.8,-10.94,29.85,1.5,46.2,34.64
-481.93,68.36,880.86,5.89,-118.44,-8.05,26.4,1.35,48.45,34.83
-473.14,56.64,886.72,-2.73,-113.17,-7.47,21.45,-0.3,49.5,34.69
-491.7,19.53,912.11,-11.68,-113.11,-7.79,19.05,1.05,50.55,34.64
-389.16,61.52,949.22,-0.47,-119.58,-15.63,14.1,-0.6,52.35,35.07
-207.03,49.32,953.61,-1.47,-117.93,-17.3,11.1,-1.95,53.1,34.93
-270.02,-37.11,1021.97,4.25,-122.31,-15.1,7.5,-0.45,51.75,34.93
-112.79,39.55,930.18,28.14,-117.37,-5.85,5.4,0.15,53.55,34.64
-33.2,107.91,1018.55,6.18,-106.96,-5.08,1.05,1.05,51.3,35.07
-73.73,101.56,1112.79,10.88,-106.46,-19.4,-0.45,1.95,51.75,35.07
120.12,138.18,1098.14,0.79,-104.53,-16.38,-5.1,1.5,49.35,35.07
-24.41,11.72,1134.28,-1.33,-92.63,-31.76,-8.7,1.05,49.2,35.03
146.97,4.88,1153.32,19.04,-76.05,-17.53,-10.2,1.35,47.4,34.83
211.91,10.25,1137.7,5.27,-70.83,-10.37,-12.6,1.8,48.15,35.07
166.5,97.66,1124.02,17.24,-42.02,-11.83,-15.3,2.25,45.15,34.93
241.21,64.45,1099.61,2.32,-36.73,-3.18,-15.15,4.35,45.3,35.07
231.45,99.61,1109.86,6.18,-23.27,-7.75,-14.85,5.4,45.3,34.64
153.81,116.7,1028.32,5.02,-8.98,-7.27,-17.85,2.25,44.55,34.93
245.61,119.14,1024.41,-1.32,-11.8,-2.06,-16.8,3.45,42.75,35.07
249.51,55.66,1017.09,0.11,-5.11,-7.53,-19.05,5.4,42.9,34.64
237.3,61.52,995.12,-0.24,-2.06,-2.68,-16.35,2.7,42.75,35.07
267.09,53.22,1007.32,-0.16,-4.0,1.69,-17.55,2.4,43.35,34.93
231.45,101.07,977.05,3.5,-4.3,0.11,-17.1,4.5,44.1,35.03
290.53,77.15,1043.95,1.18,-3.25,-2.27,-18.0,2.4,45.0,34.88
331.54,79.59,1027.83,4.45,-3.13,-3.56,-17.85,4.8,42.45,35.07
138.18,58.59,1015.62,6.64,13.89,-0.4,-18.3,4.95,43.95,34.93
217.29,98.63,1006.84,12.02,4.47,3.07,-16.05,5.55,43.05,34.83
180.66,113.77,996.58,8.24,7.27,2.31,-17.4,3.75,42.75,35.03
125.49,195.8,989.26,11.92,6.77,7.27,-16.2,4.35,43.95,35.07
227.05,182.62,967.77,12.84,2.57,-4.14,-17.55,4.65,43.65,34.88
203.61,204.1,964.84,15.27,-4.5,-6.1,-15.9,6.15,44.4,34.69
208.01,190.92,979.49,10.52,-4.18,-6.66,-16.2,5.7,42.9,35.03
204.59,159.67,972.66,3.02,3.09,-10.63,-16.2,6.9,45.0,34.83
187.01,105.96,988.77,-11.28,5.28,-1.68,-16.35,6.3,44.85,34.93
123.05,133.3,993.65,-1.79,1.95,-2.65,-16.95,5.4,42.9,34.93
151.86,95.7,997.56,4.88,-6.15,0.71,-16.5,5.4,43.95,34.83
181.64,143.07,1001.95,9.31,-5.15,1.95,-17.85,5.55,43.8,35.03
203.61,121.58,968.75,4.28,-9.97,1.11,-16.05,8.1,42.75,34.83
187.01,146.48,956.54,1.71,-11.72,-0.71,-16.95,7.95,43.35,35.07
242.19,116.7,978.52,2.95,-21.13,0.16,-16.8,7.8,42.75,35.07
210.45,112.79,942.87,7.26,-15.64,-0.47,-18.75,7.5,44.4,34.74
343.26,128.91,970.7,12.17,-21.66,3.28,-17.25,9.0,41.55,34.74
313.96,163.57,985.35,3.73,-11.42,6.85,-17.1,8.1,40.65,35.17
258.79,190.43,988.28,2.32,-2.02,7.56,-17.55,6.15,43.35,34.93
346.19,165.53,984.86,2.27,-12.3,5.82,-18.9,9.15,42.75,34.83
338.87,150.39,1015.62,5.21,-0.57,6.39,-19.05,7.5,41.25,34.83
294.92,237.79,985.84,8.05,1.43,4.21,-19.2,9.9,42.75,35.07
329.59,159.18,993.16,-1.7,1.1,-2.21,-18.75,9.0,41.85,34.83
297.36,174.32,978.52,7.63,12.24,0.84,-18.3,7.5,41.85,34.74
275.39,191.89,987.79,6.6,6.95,-2.63,-18.0,8.7,42.6,34.69
252.93,165.53,964.36,10.47,9.15,-1.81,-20.7,8.4,42.75,34.83
240.72,181.15,955.08,7.08,8.53,1.87,-17.85,9.6,41.4,34.69
255.86,198.73,965.33,6.15,4.55,-0.16,-19.95,10.95,41.7,34.69
260.25,209.47,932.62,3.63,1.44,1.58,-17.55,9.75,42.6,34.93
264.16,223.14,943.36,0.78,1.04,3.69,-19.8,10.5,42.6,35.03
237.3,229.98,972.66,-2.19,-3.08,-3.85,-18.3,10.8,42.3,34.83
263.18,206.05,967.77,-3.92,-2.73,-2.27,-17.25,9.75,41.85,35.07
223.63,199.22,968.26,-1.6,0.08,-5.31,-18.3,10.5,41.25,34.88
243.65,211.43,967.29,-0.66,-0.09,-5.79,-18.9,10.35,42.0,34.93
256.35,182.13,970.7,-0.7,2.66,-5.8,-18.0,10.05,41.25,34.74
248.54,175.29,962.4,-3.55,-1.26,-1.29,-18.75,11.25,41.85,34.83
232.42,186.04,966.31,-5.0,-2.24,-1.08,-18.9,9.6,41.7,35.22
240.72,178.22,967.29,-3.81,-0.25,-0.31,-18.0,10.5,42.6,34.64
250.0,187.5,979.49,-3.4,-1.03,2.44,-18.75,9.3,42.9,34.74
258.3,196.78,977.05,-1.53,-2.85,1.69,-18.0,8.25,39.75,34.93
248.05,203.12,970.21,-1.96,-1.31,-0.4,-18.75,9.0,40.8,34.64
271.0,166.5,988.28,-4.52,-2.6,2.73,-17.55,7.5,41.25,35.07
262.7,182.62,969.24,2.24,-2.53,2.53,-17.4,8.85,42.75,34.93
268.07,194.34,987.79,-0.74,-2.82,-0.08,-18.15,8.85,42.0,34.93
259.77,194.82,958.98,2.11,0.4,0.29,-17.85,9.15,40.05,35.03
