AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp_C
-601.56,-20.51,866.7,-8.82,-64.24,-14.8,25.95,0.15,48.0,35.07
-551.76,-21.97,879.88,-7.53,-69.47,-18.0,25.05,-2.1,49.5,34.74
-409.18,-83.5,937.99,-8.9,-65.5,-11.34,20.85,-3.6,49.95,34.93
-512.21,-83.01,908.69,5.1,-54.48,-4.01,20.7,-1.5,49.35,34.93
-470.7,-39.06,895.51,15.55,-57.94,-7.7,19.35,-0.3,51.3,34.64
-361.82,-41.02,958.98,4.15,-59.98,-3.52,16.35,-0.9,51.45,34.5
-426.76,-29.3,938.96,10.6,-55.84,-4.33,13.2,-0.9,51.45,34.93
-297.36,-23.93,933.11,5.28,-66.02,-0.19,13.8,-1.35,51.3,34.55
-292.48,-4.88,952.64,2.47,-65.35,-7.38,10.65,0.9,51.15,34.69
-250.98,-45.41,996.58,9.4,-69.8,-8.54,9.9,0.3,51.9,34.74
-240.23,22.46,1019.04,6.69,-64.47,-5.37,7.2,0.15,50.4,34.64
-187.5,17.58,1074.22,-1.05,-62.95,-6.0,4.35,1.95,50.1,34.83
-176.76,-0.98,1059.57,1.34,-59.64,-15.36,3.3,1.2,50.7,34.64
-56.15,-13.18,1065.92,0.42,-56.65,-13.34,1.5,2.25,51.15,34.88
-97.66,-32.23,1055.66,-1.17,-49.58,-10.44,0.15,1.2,49.35,34.64
-46.88,-22.46,1051.27,8.94,-51.52,-7.65,-1.8,2.7,49.35,34.69
32.71,-1.46,1051.27,3.58,-44.98,-7.93,-3.75,2.85,48.45,34.69
28.32,-24.41,1042.97,5.8,-38.37,-4.95,-3.0,2.25,48.6,34.74
26.86,-16.6,1044.43,0.8,-40.9,0.73,-5.4,3.75,49.35,34.93
62.5,-8.3,1066.41,-3.22,-35.76,-6.35,-6.3,3.15,49.95,34.93
85.94,-26.37,1076.66,-2.79,-33.0,-7.9,-6.0,4.95,47.1,35.07
87.4,-29.79,1048.34,-5.83,-25.73,-4.56,-6.9,4.05,49.35,35.03
88.38,-29.79,1030.27,-4.62,-23.9,-3.24,-7.95,3.75,47.25,35.03
139.65,-12.21,1062.5,-1.19,-22.02,0.08,-8.25,3.0,47.25,34.5
106.93,4.88,1021.48,-0.03,-16.6,0.55,-9.9,3.9,47.4,34.83
171.39,25.88,1039.55,-2.07,-17.7,-5.6,-10.35,5.25,48.6,34.83
176.76,3.91,1044.92,-5.12,-12.98,-2.37,-10.95,4.65,46.8,34.83
168.46,6.84,1063.96,-7.82,-11.82,-5.72,-10.05,5.25,48.3,34.69
178.71,-29.3,1066.41,-9.89,-2.25,-6.31,-11.4,5.55,46.95,34.83
177.73,-60.55,1107.42,-5.85,-1.58,-4.26,-12.6,4.65,47.55,35.07
217.77,-108.4,1144.53,-7.09,10.73,2.31,-10.5,4.65,48.15,35.07
192.87,-96.68,1130.37,-2.49,25.53,7.98,-8.4,3.9,47.85,34.74
201.17,-83.01,1136.72,-11.92,42.87,16.81,-10.05,3.0,49.05,34.69
147.95,-56.15,1108.4,-7.27,52.02,17.81,-10.05,5.25,47.25,34.83
120.61,-74.22,1126.46,-10.58,61.76,21.53,-6.6,1.35,48.9,34.83
106.45,-99.12,1108.4,-2.69,74.76,28.73,-5.4,1.5,49.05,34.64
57.13,-76.66,1120.12,-1.94,88.83,28.41,-3.75,-0.3,50.55,34.69
-26.86,-72.27,1085.45,-0.62,100.12,28.98,-2.25,0.9,51.15,34.93
-108.4,-68.85,1034.18,-0.17,110.42,30.82,0.6,-1.05,51.3,34.74
-134.77,-64.94,1015.14,-1.98,106.49,31.27,4.05,-1.2,50.7,34.74
-249.51,-10.25,985.35,-7.81,111.66,31.05,8.55,-3.0,50.7,34.93
-299.32,-31.25,976.07,4.88,107.61,25.03,10.95,-3.15,51.9,34.83
-318.36,-38.09,930.66,5.2,111.92,24.26,13.8,-2.4,50.55,34.74
-428.22,13.67,797.85,14.34,111.22,18.74,16.95,-3.9,50.25,34.64
-414.55,-29.79,912.6,23.32,114.71,14.38,21.0,-2.25,51.15,34.93
-625.49,9.28,787.11,17.95,117.23,10.35,25.35,-0.3,48.15,34.74
-672.85,86.91,722.66,8.29,94.21,6.38,25.35,-0.6,48.45,34.74
-704.59,10.25,671.87,1.8,98.49,1.05,30.0,-1.8,46.05,34.83
-764.65,21.97,617.68,11.97,82.85,0.67,31.35,-0.6,45.0,34.93
-696.78,-27.83,648.44,22.33,80.14,-4.09,33.3,-0.45,44.1,35.07
-787.6,68.85,510.74,5.47,73.38,2.92,38.55,0.3,43.35,35.07
-826.66,11.23,584.47,7.5,70.66,0.92,40.5,-0.45,41.4,34.93
-808.11,12.21,570.31,-1.47,67.94,1.27,43.05,0.3,38.85,34.74
-859.37,99.12,407.23,-5.18,43.77,13.41,41.7,0.0,38.85,34.74
-821.29,-93.75,659.67,18.51,59.54,3.09,43.8,0.0,35.7,34.93
-1005.37,43.95,270.51,0.4,51.51,10.6,44.1,0.0,35.7,34.69
-891.11,85.94,371.58,3.81,35.81,2.5,44.7,-0.45,34.05,34.64
-948.24,-33.2,449.22,5.6,48.99,5.11,45.9,0.3,33.9,34.69
-953.61,51.27,236.82,0.26,22.79,12.07,47.85,-1.2,33.45,34.93
-927.25,45.41,297.36,5.11,37.01,7.73,47.55,1.2,31.95,35.03
-942.87,141.6,167.48,-9.31,8.17,8.73,50.25,0.6,31.2,35.07
-903.81,79.59,242.68,-8.42,-4.46,4.3,48.45,1.35,32.25,34.74
-942.87,105.47,154.3,-12.79,-20.64,4.97,48.0,0.3,30.75,34.93
-933.59,114.26,272.95,-10.77,-38.11,-1.4,49.65,-0.9,32.7,34.83
-911.62,40.04,290.04,24.24,-38.79,-2.34,47.1,0.15,31.65,35.03
-849.61,140.62,256.84,3.01,-68.65,1.58,46.8,1.2,33.45,34.74
-791.02,36.13,500.49,4.18,-55.38,-3.41,44.85,0.3,34.65,34.83
-850.1,143.55,315.92,5.54,-80.21,2.37,43.8,1.8,35.25,34.64
-859.37,133.79,502.93,-34.6,-86.69,1.5,40.65,1.05,37.8,34.69
-881.84,24.9,648.44,-21.36,-74.7,-17.95,40.65,0.3,40.5,34.93
-770.02,17.09,725.59,6.5,-79.28,-15.95,39.0,-1.2,41.4,34.83
-738.28,17.09,756.35,14.25,-67.97,-19.79,36.0,0.0,42.9,34.69
-714.36,50.78,679.2,24.82,-63.05,-16.27,35.85,-1.5,43.5,35.07
-668.46,92.77,659.18,0.01,-80.33,-7.73,32.7,-0.45,44.55,34.93
-644.04,30.27,753.91,-11.08,-82.22,-21.27,31.2,0.45,45.9,35.07
-563.48,-1.95,803.22,-12.63,-86.04,-17.18,25.8,0.0,46.8,34.93
-570.8,-51.27,842.77,-4.4,-79.47,-24.91,24.3,-1.8,47.85,35.07
-503.42,-58.11,854.98,19.02,-85.97,-13.24,21.9,-0.3,48.45,35.07
-468.75,-57.62,941.89,4.0,-78.88,-4.4,21.0,-1.2,49.05,34.93
-506.35,-34.67,954.1,13.76,-72.13,-9.87,18.45,-0.9,50.7,35.03
-428.22,22.95,920.41,10.74,-77.57,-3.15,16.5,0.6,49.95,34.83
-326.66,73.24,987.79,-16.13,-84.67,-2.97,14.85,1.05,51.3,34.93
-327.15,-31.74,955.57,-7.98,-73.32,-14.21,13.05,0.6,50.25,34.64
-260.25,-15.14,988.28,0.4,-74.28,-5.25,9.9,-0.3,50.25,35.03
-198.73,-6.35,1029.79,6.72,-59.57,-8.95,7.05,1.35,48.9,34.88
-253.91,-15.14,1052.25,6.6,-65.6,0.64,4.35,-0.45,49.05,34.74
-151.86,18.55,1076.66,2.89,-48.81,-8.32,2.55,1.5,50.4,34.93
-179.69,27.83,987.3,7.79,-57.23,-3.62,2.25,0.45,51.75,34.69
-59.08,7.81,1006.35,1.52,-67.05,-2.9,-0.3,2.1,49.5,34.83
17.58,-9.77,1054.2,-0.02,-57.75,-0.21,-0.75,4.5,50.1,35.07
-13.67,-39.55,1056.64,5.4,-47.89,0.67,-3.15,3.6,49.5,34.74
18.07,38.57,1065.92,5.97,-46.5,0.06,-4.05,3.75,49.05,34.93
75.2,31.25,1095.7,0.08,-41.54,0.27,-5.1,3.45,48.3,35.03
48.83,63.96,1062.99,-2.87,-32.29,1.23,-7.35,4.35,48.9,35.22
76.66,50.29,1034.18,-0.77,-33.11,-3.26,-6.9,3.0,48.6,34.93
83.01,14.16,1047.36,2.18,-34.29,-7.4,-8.7,4.95,47.85,34.64
133.79,11.72,1058.11,8.52,-30.46,-3.48,-10.65,4.8,47.25,34.64
175.29,33.69,1108.89,6.03,-25.7,-0.42,-11.1,4.8,46.65,34.83
104.98,31.25,1071.78,-0.85,-19.46,-2.16,-11.25,6.15,47.1,34.74
186.04,22.46,1088.87,-2.58,-12.93,-4.24,-12.9,5.85,46.65,34.64
167.48,19.04,1074.22,-2.66,-2.12,1.31,-10.65,4.05,47.55,34.93
149.9,3.91,1022.46,2.02,-0.41,2.46,-12.0,4.35,46.35,34.69
175.29,33.2,1030.76,-0.56,2.58,0.44,-12.15,4.8,47.25,34.83
142.58,36.13,993.65,-0.05,2.41,1.95,-12.6,3.9,46.05,35.03
159.18,34.67,990.23,-0.88,1.01,1.23,-11.55,5.7,45.75,34.88
138.18,29.3,1010.25,-1.01,-2.18,1.4,-12.0,6.9,46.35,34.83
141.6,5.86,1024.9,-1.84,-4.74,-1.17,-13.35,4.95,45.3,34.74
172.85,3.91,1036.13,3.7,-3.08,-2.0,-12.6,6.15,46.35,34.93
208.98,9.28,1040.04,-2.65,2.15,2.44,-12.3,6.9,46.05,34.93
172.85,2.44,1048.34,-3.64,8.29,2.89,-10.35,4.05,45.9,34.74
180.66,27.34,1092.77,-6.49,12.63,2.93,-13.05,2.4,45.3,34.74
152.34,-36.62,1132.32,-5.4,23.72,10.85,-12.45,4.5,46.2,34.74
120.61,-26.86,1108.4,-2.26,29.82,11.59,-11.1,4.8,46.65,34.93
134.77,-5.86,1125.49,1.13,39.98,15.08,-12.45,1.2,47.55,34.93
140.14,-27.34,1088.87,3.24,50.18,19.61,-10.2,3.6,46.35,34.88
83.5,20.02,1069.34,-3.57,61.11,19.96,-8.55,1.95,49.05,34.93
93.75,24.9,1066.41,-9.59,66.81,17.55,-6.9,1.95,48.3,34.83
24.9,7.81,1103.52,-12.95,78.49,18.08,-3.6,0.45,50.7,34.74
-45.41,-23.44,1105.47,-7.05,87.47,12.68,-2.7,-0.3,48.15,34.93
-58.11,-34.67,1089.36,-8.84,96.63,23.81,1.05,0.0,51.6,34.64
-149.9,-16.11,1060.55,-2.27,103.81,22.07,1.5,-0.45,51.75,34.69
-234.86,2.93,1033.69,-1.51,105.26,21.37,4.2,-0.3,52.95,35.17
-245.12,17.58,1010.74,-1.98,109.67,15.42,9.45,-0.6,52.65,34.83
-305.18,3.42,961.43,4.26,112.76,14.84,12.0,-1.35,52.65,34.93
-437.99,10.25,926.27,16.15,114.77,8.4,15.6,-2.25,50.4,34.93
-435.55,35.64,839.36,10.73,115.01,13.05,18.75,-1.35,50.25,34.93
-508.3,41.5,830.08,5.92,119.09,9.29,22.65,0.0,48.9,34.83
-634.28,-0.49,772.95,13.24,122.45,10.4,25.65,-1.95,47.25,34.74
